ID	adj.P.Val	P.Value	t	B	logFC	NAME	GENE_SYMBOL
34357	0.577	0.212	1.2615401	-5.40761	0.19698166	A_23_P11201	GPR34
29934	0.578	0.213	-1.2590795	-5.41055	-0.1077837	A_23_P11256	MAGEE2
26371	0.579	0.213	-1.2584693	-5.41127	-0.07295059	A_33_P3289917	PRR23C
58768	0.579	0.213	1.2583803	-5.41138	0.07868312	A_23_P65472	RNASE11
26905	0.579	0.213	-1.258354	-5.41141	-0.09882002	A_23_P434289	GPR62
14709	0.579	0.213	1.2581835	-5.41161	0.11735727	A_24_P201381	FGFBP3
26304	0.58	0.214	-1.2561025	-5.41409	-0.11227647	A_33_P3406171	PABPC5
45008	0.58	0.214	1.2552026	-5.41516	0.18341496	A_23_P211079	OLIG2
37902	0.581	0.215	-1.2536202	-5.41705	-0.13004043	A_24_P246107	KRTAP13-4
5971	0.581	0.215	-1.2529139	-5.41788	-0.29322526	A_23_P21425	GPR119
22831	0.581	0.215	-1.2524709	-5.41841	-0.0671828	A_33_P3231715	OR4A47
32347	0.581	0.215	1.2515193	-5.41954	0.08676951	A_23_P164946	FKRP
31781	0.582	0.216	1.2504656	-5.42079	0.08533354	A_23_P431330	CRIPAK
24261	0.583	0.217	-1.2481762	-5.4235	-0.43116853	A_33_P3396275	C15orf62
47376	0.583	0.217	1.2467987	-5.42513	0.10023562	A_23_P386241	FAM110A
61158	0.583	0.217	1.2465925	-5.42537	0.12985087	A_23_P5370	RPRM
10848	0.583	0.217	1.2462437	-5.42579	0.14536067	A_23_P101380	B3GNT8
27868	0.583	0.217	-1.2459226	-5.42617	-0.06606072	A_23_P401472	CHRM3
20417	0.584	0.218	-1.243958	-5.42849	-0.13609585	A_23_P62709	SPRR3
17966	0.584	0.218	-1.2429931	-5.42962	-0.26275813	A_23_P11843	LRRN2
52904	0.585	0.219	1.2413317	-5.43158	0.06078288	A_33_P3272070	OR4C12
55911	0.585	0.219	1.2402705	-5.43283	0.14521354	A_23_P101380	B3GNT8
41631	0.585	0.22	1.2395235	-5.43371	0.07881264	A_33_P3302295	FOXC2
4699	0.586	0.22	1.2384555	-5.43496	0.06234948	A_33_P3388453	NANOS2
18482	0.586	0.22	-1.2378433	-5.43568	-0.29181219	A_23_P50799	OR10H2
60849	0.587	0.221	1.2354761	-5.43846	0.18218029	A_23_P109913	CXCR6
41216	0.587	0.221	1.2348046	-5.43925	0.2701366	A_23_P369899	TMEM158
59739	0.587	0.222	-1.2340271	-5.44016	-0.09933998	A_23_P106505	LCMT2
22241	0.587	0.222	-1.2340162	-5.44017	-0.09622859	A_33_P3264238	ZNF280B
50721	0.588	0.222	1.2335492	-5.44072	0.09220208	A_23_P120103	KCNS3
54873	0.588	0.223	-1.2317478	-5.44282	-0.09991526	A_23_P106505	LCMT2
4153	0.589	0.223	-1.231338	-5.4433	-0.29106448	A_23_P120694	KCNE2
59385	0.589	0.223	1.2297934	-5.4451	0.18593412	A_23_P109913	CXCR6
37827	0.589	0.223	-1.2293506	-5.44562	-0.13535164	A_23_P73747	ARMCX2
13198	0.589	0.224	-1.2290228	-5.446	-0.14356791	A_24_P338788	CSNK1A1L
34617	0.589	0.224	1.2289241	-5.44612	0.08531997	A_33_P3389286	SFN
33460	0.59	0.224	-1.2268197	-5.44857	-0.09867089	A_33_P3253574	OR8B3
21668	0.59	0.224	-1.2265568	-5.44888	-0.06945156	A_23_P502627	ZXDA
50064	0.59	0.224	-1.2265548	-5.44888	-0.38411722	A_33_P3367850	CHRM4
21758	0.59	0.225	1.2263292	-5.44914	0.09936932	A_33_P3259548	WDR5B
32088	0.591	0.225	-1.224559	-5.4512	-0.08735631	A_23_P86470	CH25H
35405	0.591	0.226	-1.2231386	-5.45285	-0.17861223	A_23_P348208	SPRR1A
22921	0.592	0.226	-1.2228779	-5.45315	-0.06435177	A_23_P370786	OR2L13
2121	0.592	0.227	1.2209781	-5.45536	0.06793551	A_23_P158118	USP26
27308	0.593	0.227	1.2199851	-5.45651	0.10981012	A_23_P138706	ADRA2A
47711	0.593	0.227	1.2189539	-5.4577	0.07872215	A_23_P12147	C1orf74
14248	0.593	0.227	1.2185889	-5.45812	0.08052546	A_24_P397515	HMGN4
55928	0.593	0.228	-1.2181294	-5.45865	-0.14825861	A_23_P111088	OR2B2
52732	0.594	0.228	-1.2170396	-5.45991	-0.06019455	A_23_P128744	BDKRB1
18388	0.594	0.228	-1.2169665	-5.46	-0.08942496	A_23_P109964	CCDC54
49662	0.594	0.228	1.2169234	-5.46005	0.09729829	A_33_P3270059	RBMXL2
53308	0.594	0.228	1.2167131	-5.46029	0.07144456	A_23_P20660	DIRAS2
25090	0.594	0.228	-1.2159476	-5.46117	-0.15398893	A_33_P3422822	GJC2
10888	0.595	0.229	-1.2151542	-5.46209	-0.07899	A_23_P89910	GEMIN7
22046	0.595	0.229	-1.2149777	-5.46229	-0.06204105	A_23_P397468	OR10J1
55919	0.595	0.229	-1.2149369	-5.46234	-0.08353491	A_23_P112311	TRIM32
39964	0.595	0.229	1.2141566	-5.46324	0.26243172	A_33_P3285540	CLDN5
27447	0.595	0.23	-1.2129434	-5.46464	-0.07872115	A_33_P3357818	HTR1D
58723	0.596	0.23	1.2112696	-5.46656	0.0750699	A_33_P3379190	OR6C4
40957	0.596	0.23	-1.2110494	-5.46682	-0.06807028	A_23_P134340	NEUROD6
22526	0.597	0.231	-1.2100595	-5.46795	-0.08124104	A_24_P299769	OR1C1
31011	0.598	0.232	-1.206978	-5.47149	-0.10199983	A_23_P254212	RPA4
32073	0.6	0.234	-1.2007038	-5.47867	-0.12527741	A_23_P71926	PRKACG
50659	0.6	0.234	-1.2006456	-5.47873	-0.29020963	A_32_P466514	IRF2BPL
46913	0.602	0.237	-1.1946804	-5.48552	-0.06445922	A_33_P3248203	FUT5
484	0.603	0.237	-1.1931814	-5.48722	-0.14994278	A_21_P0000197	HIST1H2AG
11894	0.603	0.237	-1.1926981	-5.48777	-0.14087132	A_23_P47614	PHLDA2
9664	0.603	0.237	1.1925352	-5.48795	0.10984885	A_23_P501805	LIPT1
4800	0.603	0.238	1.1916107	-5.489	0.11368352	A_23_P155890	NAA11
40870	0.603	0.238	1.1912354	-5.48942	0.17897563	A_23_P107744	S1PR5
1135	0.603	0.239	1.1896482	-5.49122	0.08000085	A_33_P3365621	OR2AT4
15603	0.604	0.239	-1.1883478	-5.49269	-0.08298588	A_33_P3352467	SSTR2
37130	0.604	0.24	-1.1867983	-5.49444	-0.06748407	A_23_P108564	B3GALT1
50811	0.605	0.24	1.1864487	-5.49483	0.08361998	A_23_P118894	PRR15L
60314	0.605	0.24	-1.1855343	-5.49586	-0.28980455	A_23_P316531	GPR25
22410	0.605	0.24	-1.1854234	-5.49599	-0.24734281	A_23_P11843	LRRN2
23770	0.605	0.241	-1.1846433	-5.49687	-0.07937827	A_32_P160896	FTMT
31501	0.605	0.241	-1.1843943	-5.49715	-0.12451864	A_23_P145024	ADRB2
59205	0.605	0.241	-1.1838636	-5.49774	-0.5868219	A_33_P3357651	KRTAP10-12
36085	0.606	0.241	1.1831356	-5.49856	0.13946919	A_32_P50924	HNRNPA1L2
20227	0.606	0.241	-1.1827334	-5.49901	-0.09779027	A_23_P106505	LCMT2
38345	0.606	0.242	-1.1820479	-5.49978	-0.07540451	A_33_P3224290	OR4S2
58908	0.607	0.242	1.1805991	-5.50141	0.1313544	A_23_P65307	SLITRK6
60403	0.607	0.242	1.1804381	-5.50159	0.10875586	A_23_P370684	TIGD4
47771	0.607	0.242	-1.1803281	-5.50172	-0.14639276	A_24_P136161	HNRNPCL1
27979	0.607	0.243	1.1792981	-5.50287	0.11092198	A_32_P20523	TIGD2
34961	0.607	0.243	-1.1785939	-5.50366	-0.07174141	A_23_P133236	PCDHB14
8637	0.607	0.243	-1.1785863	-5.50367	-0.13605729	A_23_P412321	CCR5
15487	0.608	0.243	-1.1775127	-5.50487	-0.07102885	A_23_P136246	COX7B2
56143	0.608	0.244	1.1765278	-5.50597	0.08091754	A_23_P135007	OR2S2
35178	0.609	0.244	1.1760142	-5.50655	0.21581762	A_23_P207058	SOCS3
545	0.61	0.245	1.1729653	-5.50995	0.16809734	A_24_P366607	SERTM1
51180	0.611	0.246	-1.1704824	-5.51272	-0.47087511	A_33_P3247473	KRTAP23-1
47873	0.611	0.246	-1.1703601	-5.51286	-0.14465645	A_33_P3306192	KBTBD13
13078	0.611	0.247	-1.1694626	-5.51385	-0.06247591	A_23_P109964	CCDC54
53980	0.612	0.248	-1.1666402	-5.51699	-0.11344227	A_24_P39639	EXOSC6
24244	0.613	0.248	-1.1661094	-5.51758	-0.08655177	A_23_P33809	IMP3
22909	0.613	0.248	-1.1653624	-5.51841	-0.06760504	A_33_P3414591	TWIST1
43129	0.613	0.248	1.1646324	-5.51922	0.0647539	A_23_P389371	MRGPRX3
48575	0.614	0.249	1.1633277	-5.52066	0.07010817	A_24_P695306	TMEM229A
24875	0.615	0.25	-1.1599945	-5.52434	-0.06857541	A_23_P116640	OR51B2
48388	0.616	0.251	1.1578252	-5.52674	0.06629139	A_23_P96291	MAGEA1
16003	0.617	0.251	-1.1571729	-5.52745	-0.09245011	A_23_P85140	TCEAL2
7036	0.617	0.252	-1.1555656	-5.52922	-0.12455904	A_23_P145024	ADRB2
31720	0.617	0.252	-1.155286	-5.52953	-0.07885113	A_23_P108492	MARS2
28998	0.618	0.253	-1.1532067	-5.53181	-0.13436301	A_23_P141939	OR7G3
27516	0.618	0.253	-1.1530035	-5.53204	-0.07254023	A_33_P3741835	ZCCHC23
56824	0.62	0.255	1.1485052	-5.53696	0.07211692	A_21_P0000762	OR51B5
50853	0.621	0.256	1.1470346	-5.53857	0.076933	A_23_P120103	KCNS3
16422	0.621	0.256	-1.1463452	-5.53932	-0.07449052	A_33_P3218664	OR4N5
43610	0.621	0.257	1.1447593	-5.54105	0.10620305	A_23_P93180	HIST1H2BC
48947	0.621	0.257	-1.1443425	-5.5415	-0.11197251	A_24_P862886	DRD5
36891	0.622	0.257	-1.1436873	-5.54222	-0.06431525	A_23_P301984	C8orf48
39537	0.623	0.259	-1.1399027	-5.54633	-0.07029541	A_23_P125286	OR52A1
37624	0.623	0.259	1.1393316	-5.54695	0.15053395	A_33_P3228355	ERV3-1
17287	0.623	0.259	-1.1392909	-5.547	-0.15806218	A_23_P48596	RNASE1
58167	0.624	0.259	1.1382906	-5.54808	0.07093012	A_23_P31755	CRH
20420	0.624	0.26	-1.1368369	-5.54965	-0.06267102	A_23_P109964	CCDC54
39424	0.624	0.26	1.1359602	-5.5506	0.09147161	A_33_P3404032	HIST3H2A
51801	0.624	0.26	1.1357516	-5.55083	0.06900275	A_23_P12147	C1orf74
48413	0.625	0.261	1.1340141	-5.55271	0.08826891	A_32_P36235	IER2
11830	0.625	0.261	1.1335961	-5.55316	0.08560625	A_23_P12336	PRMT6
1993	0.626	0.262	1.1308492	-5.55612	0.06471434	A_33_P3288574	KRTAP10-11
61438	0.626	0.262	1.1305577	-5.55643	0.07859104	A_24_P156267	SOX12
37488	0.626	0.263	-1.1300568	-5.55697	-0.05080683	A_33_P3257457	TAF1L
35709	0.626	0.263	-1.1298474	-5.5572	-0.09031346	A_23_P106505	LCMT2
6331	0.626	0.263	1.129596	-5.55747	0.12214162	A_33_P3363645	MGAT1
59502	0.627	0.263	-1.1288402	-5.55828	-0.07982535	A_23_P113793	ZBED2
61358	0.627	0.264	1.127205	-5.56004	0.07564215	A_23_P111188	ZBTB22
19608	0.627	0.264	-1.1264551	-5.56084	-0.16441329	A_23_P26314	ZNF319
22429	0.628	0.265	1.1243704	-5.56308	0.09916632	A_23_P382835	P2RY1
21095	0.629	0.265	1.1236935	-5.5638	0.05611923	A_23_P345808	FAM133A
35803	0.63	0.266	-1.1209694	-5.56672	-0.06104079	A_33_P3233025	ATXN3L
15923	0.63	0.267	-1.1201718	-5.56757	-0.07716972	A_33_P3261862	OR2A42
37411	0.63	0.267	-1.1200672	-5.56768	-0.06483133	A_33_P3305288	PAQR9
24283	0.63	0.267	-1.1196691	-5.5681	-0.25057953	A_33_P3293760	KRTAP10-8
14550	0.63	0.267	-1.1196501	-5.56812	-0.07254723	A_23_P48022	TAS2R8
17831	0.63	0.267	-1.1192515	-5.56855	-0.06981982	A_23_P10870	DOLK
45243	0.631	0.268	-1.1176364	-5.57027	-0.09545765	A_23_P86330	IER5
4404	0.631	0.268	1.1172727	-5.57066	0.06119512	A_33_P3293321	OR6C70
57783	0.633	0.271	1.1111084	-5.5772	0.06486013	A_33_P3376080	OR1J1
59860	0.633	0.271	-1.1104945	-5.57785	-0.06111898	A_33_P3336103	TIGD5
52420	0.634	0.271	1.1099752	-5.5784	0.1116635	A_23_P108028	ZNF146
8888	0.634	0.272	-1.1089082	-5.57953	-0.05821617	A_33_P3284036	CLDN14
42307	0.634	0.272	1.1086536	-5.5798	0.08128908	A_24_P298724	OR2T8
43305	0.635	0.273	1.1055406	-5.58308	0.16936153	A_23_P107744	S1PR5
48908	0.636	0.274	1.1035769	-5.58515	0.10357753	A_33_P3367899	FRAT1
1685	0.636	0.274	1.1031555	-5.58559	0.10948947	A_23_P35293	GJB5
24264	0.636	0.274	-1.1024368	-5.58635	-0.05803604	A_24_P49997	PFN3
38183	0.637	0.275	1.1017382	-5.58708	0.08184189	A_23_P12336	PRMT6
55063	0.637	0.275	-1.1008255	-5.58804	-0.23452508	A_23_P163025	RNASE3
48639	0.637	0.275	-1.1003799	-5.58851	-0.09352066	A_23_P122077	GCNT4
56663	0.638	0.276	-1.0978014	-5.59121	-0.09104573	A_23_P4798	ZNF581
23718	0.638	0.277	-1.0973398	-5.59169	-0.06403341	A_23_P122532	C6orf47
46651	0.639	0.277	-1.0962167	-5.59287	-0.10872017	A_32_P141923	NACA2
53626	0.64	0.278	-1.0941947	-5.59498	-0.16637082	A_24_P127719	MAFA
34035	0.64	0.278	1.0940377	-5.59514	0.10375182	A_32_P69930	CCDC96
57263	0.64	0.278	1.0934762	-5.59573	0.16401956	A_23_P107744	S1PR5
11187	0.64	0.278	-1.0932693	-5.59595	-0.06432795	A_23_P27744	FBXO46
32895	0.64	0.279	-1.0926715	-5.59657	-0.3017568	A_21_P0014059	PIGC
16292	0.641	0.279	-1.0912726	-5.59803	-0.0692832	A_23_P204947	GJB2
12521	0.641	0.279	1.0908716	-5.59844	0.16351897	A_32_P205241	GJA3
16680	0.641	0.28	-1.0902145	-5.59913	-0.08805667	A_33_P3394312	OR2A2
16898	0.642	0.281	1.0874579	-5.60199	0.0721934	A_23_P431179	HIST1H4A
34795	0.642	0.281	-1.0870126	-5.60245	-0.06123819	A_23_P41750	SPZ1
8691	0.642	0.281	1.0863275	-5.60316	0.14115196	A_23_P106405	NDN
53252	0.642	0.282	1.0860885	-5.60341	0.07676527	A_23_P12147	C1orf74
46128	0.642	0.282	-1.0857645	-5.60374	-0.20028283	A_33_P3261937	RNASE13
29752	0.642	0.282	-1.084935	-5.6046	-0.11765863	A_23_P145761	ARL4A
913	0.643	0.282	1.0845438	-5.60501	0.16215977	A_23_P107744	S1PR5
55447	0.643	0.282	-1.0845392	-5.60501	-0.06799925	A_23_P11256	MAGEE2
5543	0.643	0.283	1.0826358	-5.60698	0.11115792	A_23_P93258	HIST1H3B
47247	0.644	0.283	-1.0823279	-5.6073	-0.10206105	A_33_P3264179	LCE3E
47042	0.644	0.283	-1.082258	-5.60737	-0.06294823	A_23_P108437	FZD5
2006	0.644	0.283	-1.0821201	-5.60751	-0.11808643	A_23_P20022	HILPDA
36081	0.645	0.284	1.0796249	-5.61009	0.09348324	A_23_P109964	CCDC54
18293	0.645	0.285	-1.0785647	-5.61118	-0.06429577	A_33_P3269791	NPBWR2
7044	0.646	0.285	1.0774542	-5.61232	0.06836406	A_24_P35228	GRHL2
61115	0.647	0.286	-1.0752186	-5.61462	-0.0707128	A_33_P3270941	C1orf229
40201	0.648	0.287	1.0735331	-5.61634	0.06349665	A_23_P114445	MAGEE1
40024	0.648	0.287	1.0734218	-5.61646	0.11542574	A_33_P3382331	HSPA6
45781	0.648	0.287	1.0730341	-5.61686	0.07819132	A_21_P0002772	CHST2
21359	0.648	0.287	1.072734	-5.61716	0.46888198	A_23_P399255	RNF182
43173	0.648	0.287	-1.0727022	-5.61719	-0.06723609	A_23_P10870	DOLK
23823	0.648	0.288	-1.0724375	-5.61747	-0.06125951	A_33_P3388391	GJB4
59624	0.649	0.289	-1.0700034	-5.61995	-0.09562326	A_24_P576506	SPRN
37997	0.65	0.29	1.0669109	-5.62311	0.1669226	A_23_P107744	S1PR5
31766	0.651	0.291	-1.0658193	-5.62422	-0.08883257	A_23_P92424	UTP3
9236	0.651	0.291	-1.06416	-5.62591	-0.08820749	A_23_P143047	ATP6V1E2
33873	0.651	0.291	-1.063998	-5.62607	-0.08502357	A_23_P139099	OR4A15
17075	0.652	0.292	1.0635265	-5.62655	0.09369187	A_32_P163533	ZNF322
23027	0.652	0.292	-1.0634148	-5.62666	-0.10720914	A_33_P3291816	CLDN22
37435	0.652	0.292	-1.0630102	-5.62707	-0.06951683	A_23_P122532	C6orf47
20931	0.652	0.292	-1.06224	-5.62785	-0.05735855	A_33_P3334708	PRR23A
20380	0.653	0.293	-1.059908	-5.63022	-0.11427295	A_23_P363174	HIST1H2AL
8971	0.653	0.293	1.0599067	-5.63022	0.06273863	A_23_P7896	DUSP22
36171	0.653	0.293	1.0595934	-5.63054	0.09135929	A_33_P3252177	EID2B
42149	0.654	0.294	-1.0590022	-5.63113	-0.10994647	A_23_P145024	ADRB2
16021	0.654	0.294	-1.0590004	-5.63113	-0.0515066	A_33_P3310644	OR4L1
10926	0.654	0.294	-1.0583208	-5.63182	-0.23786469	A_33_P3356811	LCE1E
12960	0.655	0.295	-1.0566692	-5.63349	-0.15744321	A_23_P115331	AHDC1
30721	0.656	0.296	-1.0537054	-5.63648	-0.072767	A_23_P120694	KCNE2
15195	0.656	0.296	-1.0534837	-5.6367	-0.05464063	A_33_P3309665	ZFP3
5948	0.656	0.296	1.0533986	-5.63678	0.05617041	A_23_P111188	ZBTB22
42563	0.656	0.296	1.0532455	-5.63694	0.17318043	A_23_P21734	TAF9
41164	0.657	0.297	1.0507904	-5.6394	0.09765215	A_33_P3260689	H2AFB2
57776	0.657	0.298	1.0498137	-5.64038	0.07029892	A_33_P3306427	OR1J2
10975	0.657	0.298	1.0498073	-5.64039	0.09645383	A_23_P167997	HIST1H2BG
48094	0.657	0.298	-1.0494091	-5.64079	-0.16042386	A_21_P0000100	MTRNR2L1
22372	0.658	0.298	-1.0483626	-5.64184	-0.16328391	A_23_P150428	OR6M1
24574	0.658	0.298	-1.0482931	-5.64191	-0.09407935	A_33_P3353030	UCN
7246	0.658	0.299	1.0478599	-5.64234	0.06832989	A_23_P217507	ZBED1
6028	0.658	0.299	1.0469645	-5.64324	0.05194907	A_33_P3247609	ZNF835
23684	0.658	0.299	1.0469104	-5.64329	0.14163519	A_23_P150249	CCDC85B
56101	0.658	0.299	1.0464124	-5.64379	0.22319428	A_24_P226069	FGFBP2
12516	0.659	0.3	-1.0454724	-5.64473	-0.08654763	A_21_P0000104	MTRNR2L4
34120	0.659	0.3	-1.0444892	-5.64571	-0.09554795	A_33_P3301915	USP51
5732	0.659	0.3	1.0439998	-5.6462	0.06778119	A_33_P3311248	KRTAP19-6
22669	0.659	0.301	-1.0430486	-5.64715	-0.05909131	A_24_P39195	OXGR1
10120	0.66	0.302	1.0411888	-5.649	0.07105033	A_24_P912372	KIAA0754
40098	0.661	0.303	-1.0393956	-5.65078	-0.05980406	A_33_P3210637	OR4C16
43583	0.661	0.303	1.0385299	-5.65164	0.06862754	A_23_P109964	CCDC54
58935	0.661	0.303	-1.0383624	-5.65181	-0.21924519	A_33_P3271316	RPP25
57917	0.661	0.303	1.0382481	-5.65192	0.0594711	A_24_P212811	ANKRD34A
33007	0.662	0.303	1.037508	-5.65265	0.11833865	A_23_P92499	TLR2
32900	0.662	0.304	-1.0370099	-5.65315	-0.08418016	A_23_P363954	THRSP
8542	0.662	0.304	-1.0369342	-5.65322	-0.06008073	A_23_P256077	DUSP21
45300	0.662	0.304	1.0368205	-5.65333	0.05404661	A_23_P120694	KCNE2
3031	0.662	0.304	-1.0365625	-5.65359	-0.18965297	A_33_P3362153	TMEM238
30681	0.662	0.304	1.0353307	-5.65481	0.07170118	A_33_P3220090	ZNF391
55070	0.663	0.305	1.0339196	-5.6562	0.05958925	A_24_P251962	PCDHB2
9632	0.663	0.306	1.0323264	-5.65778	0.06198963	A_33_P3383271	OR6C3
49480	0.664	0.307	-1.0306467	-5.65943	-0.21918866	A_23_P11843	LRRN2
11636	0.664	0.307	-1.029137	-5.66092	-0.05403941	A_33_P3311200	IFNW1
1720	0.665	0.308	1.0281851	-5.66185	0.17753389	A_23_P302060	IFNE
5519	0.665	0.308	1.0276245	-5.66241	0.05021524	A_33_P3264193	OR2D2
45125	0.665	0.309	1.0265281	-5.66348	0.04804219	A_32_P75581	BHLHE22
18175	0.666	0.31	-1.0236729	-5.66628	-0.07030637	A_23_P10518	TFDP3
5580	0.666	0.31	1.0233963	-5.66655	0.08828812	A_23_P119789	TMEM185B
1497	0.667	0.31	1.0222873	-5.66763	0.05923182	A_21_P0013982	LOC100506571
51099	0.667	0.311	1.0216969	-5.66821	0.062764	A_23_P11256	MAGEE2
22729	0.667	0.311	-1.0208396	-5.66905	-0.21603306	A_23_P11843	LRRN2
41098	0.667	0.311	1.0205971	-5.66928	0.06527625	A_23_P68700	DNAJC28
15607	0.668	0.312	-1.0196149	-5.67024	-0.05726865	A_24_P97687	HTR1A
8052	0.668	0.312	-1.0190301	-5.67081	-0.0800188	A_23_P122077	GCNT4
29634	0.668	0.312	-1.0186238	-5.67121	-0.0655266	A_33_P3379251	LRRC30
61778	0.668	0.312	1.0185028	-5.67133	0.09504416	A_33_P3230389	OR52N2
40378	0.668	0.312	1.0181534	-5.67167	0.06863445	A_23_P109184	INSM1
11121	0.669	0.313	-1.0178903	-5.67192	-0.06931286	A_33_P3247624	REP15
40793	0.669	0.313	-1.0169602	-5.67283	-0.20582923	A_24_P42389	OTUD6A
15903	0.669	0.314	-1.0150413	-5.67469	-0.07698506	A_23_P105923	DIO3
2215	0.671	0.316	-1.010441	-5.67915	-0.07808167	A_23_P106505	LCMT2
61492	0.671	0.316	-1.0100315	-5.67954	-0.05884069	A_33_P3301291	FOXB2
34535	0.671	0.317	1.0094058	-5.68015	0.06353985	A_33_P3283231	YY2
30032	0.672	0.318	-1.0071432	-5.68233	-0.06936736	A_23_P127662	OR8D1
19838	0.672	0.318	-1.0063787	-5.68306	-0.05147479	A_23_P54357	LDHAL6B
2344	0.672	0.318	-1.006196	-5.68324	-0.0796564	A_24_P137461	CPN2
48257	0.673	0.319	-1.0052167	-5.68418	-0.09013002	A_33_P3322769	OR51G2
59235	0.673	0.319	-1.0042213	-5.68514	-0.07642431	A_23_P18362	SLITRK3
62645	0.673	0.319	1.0041888	-5.68517	0.10653743	A_33_P3317937	KRTAP20-1
12323	0.673	0.32	1.0030361	-5.68628	0.05848552	A_33_P3383276	OR6C2
55656	0.675	0.321	0.9998515	-5.68933	0.08504627	A_19_P00810465	KCNA6
12490	0.675	0.321	-0.9998161	-5.68936	-0.21286419	A_23_P11843	LRRN2
60797	0.675	0.321	0.9994764	-5.68968	0.12273887	A_23_P164958	CCDC8
47454	0.675	0.321	0.9992068	-5.68994	0.05339194	A_23_P103349	OCLM
16116	0.675	0.322	-0.9980317	-5.69107	-0.08022424	A_33_P3253299	OR5M10
57749	0.675	0.322	-0.997959	-5.69113	-0.22924674	A_33_P3322388	SPRR2D
12349	0.676	0.322	0.9972031	-5.69186	0.06295576	A_24_P102293	SLITRK5
31307	0.676	0.323	-0.9960542	-5.69295	-0.06974295	A_23_P107963	FUT1
33444	0.676	0.323	-0.9957386	-5.69325	-0.06943078	A_33_P3372688	BHLHA9
20906	0.677	0.324	-0.9948488	-5.6941	-0.0901043	A_23_P103349	OCLM
32727	0.677	0.324	0.9945416	-5.69439	0.15872165	A_33_P3267532	KCNJ15
32301	0.677	0.324	-0.9941745	-5.69474	-0.24334719	A_33_P3292844	NEUROG3
8373	0.677	0.324	-0.9937026	-5.69519	-0.06113332	A_33_P3229161	UTP14C
37199	0.677	0.324	0.9932556	-5.69561	0.10495149	A_23_P3014	RNASE6
23775	0.677	0.325	-0.9926694	-5.69617	-0.05764565	A_33_P3379906	OR11H6
19284	0.677	0.325	-0.9921794	-5.69664	-0.08055874	A_23_P106505	LCMT2
23625	0.678	0.326	-0.9899286	-5.69877	-0.05561619	A_23_P116640	OR51B2
51610	0.679	0.326	0.9889489	-5.6997	0.08271106	A_23_P120170	TIGD1
1582	0.679	0.327	-0.9877701	-5.70081	-0.07410802	A_24_P220472	SPATA12
16111	0.68	0.327	-0.9876919	-5.70089	-0.06116981	A_33_P3381052	OR10K1
26517	0.68	0.327	-0.9872345	-5.70132	-0.12366423	A_23_P110462	PCDHB1
44393	0.68	0.327	-0.9872248	-5.70133	-0.04914129	A_32_P125338	FAM43B
44232	0.68	0.327	0.9869842	-5.70156	0.0473059	A_23_P116640	OR51B2
45632	0.68	0.327	-0.9868754	-5.70166	-0.0597373	A_23_P122532	C6orf47
28931	0.68	0.328	-0.9859183	-5.70256	-0.06698414	A_23_P108492	MARS2
49880	0.68	0.328	-0.9855592	-5.7029	-0.25331268	A_33_P3366903	CHST6
16158	0.68	0.328	-0.9855356	-5.70292	-0.11147339	A_33_P3379669	RNF208
28887	0.681	0.329	-0.9838439	-5.70452	-0.09799404	A_33_P3239278	OR4D10
45119	0.681	0.329	0.9831324	-5.70519	0.05659027	A_23_P367043	CDC14C
2630	0.681	0.33	0.982239	-5.70603	0.07964096	A_24_P357386	KRTAP13-3
19330	0.682	0.33	0.9814101	-5.70681	0.10562239	A_33_P3318596	ZNF345
50310	0.682	0.33	0.9812816	-5.70693	0.06300029	A_23_P171095	USP27X
38661	0.682	0.33	-0.9808353	-5.70735	-0.20128295	A_23_P11697	HMGB4
2158	0.682	0.33	0.9805727	-5.70759	0.11263355	A_32_P129752	TMEM30B
48206	0.682	0.331	-0.9797599	-5.70836	-0.07379895	A_33_P3289461	ABHD16B
61251	0.682	0.331	0.9790766	-5.709	0.09904785	A_23_P357284	GPR4
16410	0.683	0.331	-0.9786671	-5.70938	-0.05935375	A_33_P3357813	HTR1D
45723	0.683	0.332	-0.9780766	-5.70993	-0.30202688	A_33_P3270360	OR1S1
59061	0.683	0.332	-0.9775176	-5.71046	-0.05986188	A_23_P122532	C6orf47
25991	0.683	0.332	-0.9774755	-5.7105	-0.06916112	A_33_P3307119	OR51T1
7348	0.683	0.332	-0.9771422	-5.71081	-0.06491984	A_33_P3407042	B3GALT6
40054	0.683	0.332	0.976838	-5.71109	0.12104643	A_23_P21324	TWIST2
4347	0.683	0.332	0.9766666	-5.71125	0.06408969	A_33_P3380502	GPR85
60242	0.684	0.333	0.9754037	-5.71243	0.08868652	A_23_P258814	DPH3P1
43209	0.684	0.333	-0.9747051	-5.71309	-0.05106798	A_33_P3266484	OR13F1
39359	0.684	0.333	-0.9745921	-5.71319	-0.08399552	A_33_P3422740	LOC388692
26864	0.684	0.334	0.9735732	-5.71414	0.1172351	A_23_P321160	ZNF594
52611	0.685	0.334	-0.9732873	-5.71441	-0.10218802	A_23_P145024	ADRB2
12146	0.685	0.334	-0.9724983	-5.71514	-0.16650698	A_23_P3312	ISLR
61922	0.685	0.335	-0.9718071	-5.71579	-0.12921728	A_24_P148717	CCR1
47854	0.686	0.336	0.9699987	-5.71747	0.04983084	A_33_P3264593	MAGEC2
9246	0.686	0.336	-0.9693718	-5.71805	-0.05568445	A_33_P3225978	OR14A16
