Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
APC-related attenuated familial adenomatous polyposis ORPHA:247806	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	GPR22;CDR1
Acheiropodia ORPHA:931	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	RBM12B;CHML
Acrokeratosis verruciformis of Hopf ORPHA:79151	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	CLDN12;ZNF664
Acute myeloid leukaemia with myelodysplasia-related features ORPHA:86845	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	CYSLTR1;POU5F2
Adenocarcinoma of ovary ORPHA:213504	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	HRH1;PHLDA1
Adult polyglucosan body disease ORPHA:206583	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	C1GALT1C1;MGAT2
Alazami syndrome ORPHA:319671	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	TRMT10C;PNRC2
Alpha-mannosidosis, adult form ORPHA:309288	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	RHOG;MGAT1
Alpha-mannosidosis, infantile form ORPHA:309282	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	RHOG;MGAT1
Alstrom syndrome ORPHA:64	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	RBM12B;ZBED6
Arnold-Chiari malformation type II ORPHA:1136	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	NHLRC4;INAFM1
Arterial tortuosity syndrome ORPHA:3342	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	CDC42EP5;SOD3
Arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome ORPHA:1154	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	GJA1;FLRT2
Ataxia with vitamin E deficiency ORPHA:96	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	CYP8B1;CPN2
Ataxia-oculomotor apraxia type 1 ORPHA:1168	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	TRMT10C;TAF9
Atrophoderma vermiculata ORPHA:79100	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ISLR;FIBIN
Autism spectrum disorder-epilepsy-arthrogryposis syndrome ORPHA:370943	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	TOR1AIP2;GCNT3
Autosomal dominant Charcot-Marie-Tooth disease type 2V ORPHA:447964	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	DOLK;HPS6
Autosomal dominant intermediate Charcot-Marie-Tooth disease type C ORPHA:100045	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	FEN1;C19ORF48
Autosomal dominant intermediate Charcot-Marie-Tooth disease type E ORPHA:93114	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ZNF358;CENPB
Autosomal dominant optic atrophy plus syndrome ORPHA:1215	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ZNF770;CHML
Autosomal dominant spastic paraplegia type 4 ORPHA:100985	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ZNF518A;ZBTB33
Autosomal recessive anterior segment dysgenesis ORPHA:519388	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ZNF83;C5AR2
Autosomal recessive ataxia due to PEX10 deficiency ORPHA:247815	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ZNHIT2;IRF2BP1
Autosomal recessive cerebellar ataxia due to CWF19L1 deficiency ORPHA:453521	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	DDX28;LIPT1
Autosomal recessive cerebelloparenchymal disorder type 3 ORPHA:1170	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	POP7;C19ORF48
Autosomal recessive intermediate Charcot-Marie-Tooth disease type D ORPHA:435998	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	SF3B5;POP7
Autosomal recessive optic atrophy, OPA7 type ORPHA:227976	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	TRMT10C;TAF9
Autosomal recessive spastic ataxia-optic atrophy-dysarthria syndrome ORPHA:254343	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ZNF891;TOR1AIP2
Autosomal recessive spastic paraplegia type 48 ORPHA:306511	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	MGAT1;ABHD16B
Autosomal recessive spastic paraplegia type 60 ORPHA:401800	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ZBTB33;PNRC2
Autosomal recessive spastic paraplegia type 61 ORPHA:401780	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	SMIM15;MORF4L2
Autosomal recessive spastic paraplegia type 69 ORPHA:401830	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	CHML;ZBED6
Autosomal recessive spastic paraplegia type 71 ORPHA:401840	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	CHML;ZNF146
Autosomal recessive spastic paraplegia type 77 ORPHA:466722	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	DDX28;FASTKD5
Autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome ORPHA:95433	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	IRF2BP1;ZBTB22
B-cell immunodeficiency-limb anomaly-urogenital malformation syndrome ORPHA:567502	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	RBM12B;ZNF146
Beckwith-Wiedemann syndrome due to NSD1 mutation ORPHA:238613	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	RBM12B;ZBED6
Benign Samaritan congenital myopathy ORPHA:324581	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	KCNA5;LRRC3B
Brachydactyly-arterial hypertension syndrome ORPHA:1276	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	GJA1;PABPC5
Brain demyelination due to methionine adenosyltransferase deficiency ORPHA:168598	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	GJB1;KLHDC7A
C11ORF73-related autosomal recessive hypomyelinating leukodystrophy ORPHA:495844	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	TAF9;TMEM60
CDKL5-related epileptic encephalopathy ORPHA:505652	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ZNF891;SSTR2
CLN1 disease ORPHA:228329	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	LSM10;DDX28
CLN3 disease ORPHA:228346	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	C5AR2;ACSF3
CLN4A disease ORPHA:228340	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	NUP62;C19ORF48
CLN6 disease ORPHA:228363	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	NUP62;C19ORF48
CLN7 disease ORPHA:228366	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ABHD13;CMTR2
CTCF-related neurodevelopmental disorder ORPHA:363611	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	HNRNPF;ZBED4
Campomelic dysplasia ORPHA:140	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	FLRT3;CLDN12
Carbamoyl-phosphate synthetase 1 deficiency ORPHA:147	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ALDH1B1;CLDN12
Carcinoid syndrome ORPHA:100093	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	C1GALT1C1;COX14
Carnitine palmitoyl transferase II deficiency, myopathic form ORPHA:228302	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	FZD5;NAT2
Carnitine palmitoyl transferase II deficiency, neonatal form ORPHA:228308	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	FZD5;NAT2
Carnitine palmitoyl transferase II deficiency, severe infantile form ORPHA:228305	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	FZD5;NAT2
Caroli disease ORPHA:53035	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	NAT8;CPN2
Carvajal syndrome ORPHA:65282	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	CLDN4;SOWAHB
Central core disease ORPHA:597	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	KCNA5;LRRC3B
Cerebral autosomal dominant arteriopathy-subcortical infarcts-leukoencephalopathy ORPHA:136	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	GJA1;FZD7
Cerebral autosomal recessive arteriopathy-subcortical infarcts-leukoencephalopathy ORPHA:199354	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	GJA1;FIBIN
Charcot-Marie-Tooth disease type 2P ORPHA:300319	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	IRF2BP1;ZNF865
Charcot-Marie-Tooth disease type 4B1 ORPHA:99955	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	RAB40A;TCEAL9
Charcot-Marie-Tooth disease type 4B3 ORPHA:363981	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	IRF2BP1;ZNF865
Childhood apraxia of speech ORPHA:209908	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	SLITRK5;RNF152
Chondrosarcoma ORPHA:55880	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	SOWAHC;TPBG
Choreoacanthocytosis ORPHA:2388	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	TAS2R30;ZBED6
Chuvash erythrocytosis ORPHA:238557	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	DCAF16;LTB4R2
Chylomicron retention disease ORPHA:71	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	PURA;TOR1AIP2
Class I glucose-6-phosphate dehydrogenase deficiency ORPHA:466026	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ZNF865;ABHD16B
Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, salt wasting form ORPHA:315306	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	NAT8;CYP8B1
Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, simple virilizing form ORPHA:315311	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	NAT8;CYP8B1
Classic phenylketonuria ORPHA:79254	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	GJB1;NAT8
Cleft lip and palate-craniofacial dysmorphism-congenital heart defect-hearing loss syndrome ORPHA:508476	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	MARVELD1;DOLK
Combined immunodeficiency due to CD27 deficiency ORPHA:238505	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	GPR174;S1PR4
Combined oxidative phosphorylation defect type 14 ORPHA:319519	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	DDX28;FASTKD5
Combined oxidative phosphorylation defect type 21 ORPHA:420733	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	TMEM177;C19ORF48
Combined oxidative phosphorylation defect type 26 ORPHA:477684	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ZBED8;ZNF146
Congenital bile acid synthesis defect type 2 ORPHA:79303	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	CYP8B1;CPN2
Congenital cataract-severe neonatal hepatopathy-global developmental delay syndrome ORPHA:521432	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	MORF4L2;CLDN12
Congenital cataracts-facial dysmorphism-neuropathy syndrome ORPHA:48431	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ZNF319;HPS6
Congenital deficiency in alpha-fetoprotein ORPHA:168612	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	CLDN6;PAQR9
Congenital high-molecular-weight kininogen deficiency ORPHA:483	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	NAT8;CYP8B1
Congenital insensitivity to pain with severe intellectual disability ORPHA:453510	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	FZD2;MARVELD1
Congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome ORPHA:391376	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	FEN1;GPRIN1
Congenital multicore myopathy with external ophthalmoplegia ORPHA:98905	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	KCNA5;LRRC3B
Congenital muscular dystrophy, Fukuyama type ORPHA:272	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ZBED8;FIGNL1
Congenital muscular dystrophy-respiratory failure-skin abnormalities-joint hyperlaxity syndrome ORPHA:486815	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	RNF113A;RHOG
Congenital myopathy with myasthenic-like onset ORPHA:424107	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	KCNA5;LRRC3B
Corticosteroid-binding globulin deficiency ORPHA:199247	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	GJB1;NAT8
Cranio-osteoarthropathy ORPHA:1525	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	TMEM30B;GIMAP7
Craniosynostosis-dental anomalies ORPHA:284149	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	S1PR1;CD248
Curry-Jones syndrome ORPHA:1553	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	GJA1;FZD7
Cystinuria type B ORPHA:93613	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	NAT8;CYP8B1
DNAJB2-related Charcot-Marie-Tooth disease type 2 ORPHA:443950	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ZNF865;ZNF358
DNAJB6-related  limb-girdle muscular dystrophy D1 ORPHA:34516	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	FASTKD5;TRAPPC2B
DPM1-CDG ORPHA:79322	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	TRMT10C;TAF9
Darier disease ORPHA:218	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	CLDN12;ZNF664
Deafness-encephaloneuropathy-obesity-valvulopathy syndrome ORPHA:254898	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	TRMT10C;PIGW
Diaphanospondylodysostosis ORPHA:66637	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	GJA1;FIBIN
Dicarboxylic aminoaciduria ORPHA:2195	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	FLRT3;CLDN12
Distal 16p11.2 microdeletion syndrome ORPHA:261222	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	IRF2BP1;ZNF865
Distal myopathy with posterior leg and anterior hand involvement ORPHA:63273	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	GJA1;FZD7
Dopa-responsive dystonia due to sepiapterin reductase deficiency ORPHA:70594	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ALDH1B1;PHLDA2
Dopamine beta-hydroxylase deficiency ORPHA:230	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	CD248;SSTR3
Dystonia 16 ORPHA:210571	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	TRMT10C;TAF9
Early-onset progressive encephalopathy-hearing loss-pons hypoplasia-brain atrophy syndrome ORPHA:500144	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	CHST12;ACSF3
Endocrine-cerebro-osteodysplasia syndrome ORPHA:199332	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ZNF664;UTP14C
Epidermolysis bullosa simplex with muscular dystrophy ORPHA:257	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ZNF865;CENPB
Epileptic encephalopathy with global cerebral demyelination ORPHA:353217	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	TRIM32;RAB9B
Episodic ataxia type 6 ORPHA:209967	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	FIBIN;LRRC3B
Erythrokeratodermia-cardiomyopathy syndrome ORPHA:476096	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	CLDN4;SOWAHB
Exercise-induced malignant hyperthermia ORPHA:466650	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	KCNA5;LRRC3B
FASTKD2-related infantile mitochondrial encephalomyopathy ORPHA:166105	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	SMIM15;TRMT10C
FLNA-related X-linked myxomatous valvular dysplasia ORPHA:555877	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	FZD2;ABHD16B
FRAXF syndrome ORPHA:100974	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	PNMA1;BORCS6
Familial adenomatous polyposis due to 5q22.2 microdeletion ORPHA:261584	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	GPR22;CDR1
Familial benign chronic pemphigus ORPHA:2841	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	CLDN12;ZNF664
Familial congenital nasolacrimal duct obstruction ORPHA:451612	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	CLDN12;FJX1
Familial cortical myoclonus ORPHA:319189	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	CDC42EP4;PHLDA3
Familial hypocalciuric hypercalcemia type 2 ORPHA:101049	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	CDC42EP4;TRNP1
Familial male-limited precocious puberty ORPHA:3000	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	PABPC5;CDR1
Familial steroid-resistant nephrotic syndrome with sensorineural deafness ORPHA:280406	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	COX14;MRPL57
Fanconi-Bickel syndrome ORPHA:2088	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	GJB1;NAT8
Fetal Gaucher disease ORPHA:85212	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	DOLK;TICAM1
Fibrodysplasia ossificans progressiva ORPHA:337	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	PRNP;AMIGO2
Fukutin-related  limb-girdle muscular dystrophy R13 ORPHA:206554	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ZBED8;FIGNL1
GNE myopathy ORPHA:602	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ITPRIPL2;SOCS6
Galactose mutarotase deficiency ORPHA:570422	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	TMEM140;CCR5
Gardner syndrome ORPHA:79665	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	GPR22;CDR1
Gastric adenocarcinoma and proximal polyposis of the stomach ORPHA:314022	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	GPR22;CDR1
Gaucher disease type 2 ORPHA:77260	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	DOLK;TICAM1
Gaucher disease type 3 ORPHA:77261	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	DOLK;TICAM1
Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome ORPHA:2072	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	DOLK;TICAM1
Glaucoma secondary to spherophakia/ectopia lentis and megalocornea ORPHA:238763	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ISLR;TWIST2
Glomuvenous malformation ORPHA:83454	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	TRMT10C;FIGNL1
Glutaric acidemia type 3 ORPHA:35706	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	ALDH1B1;TCEAL9
Glutaryl-CoA dehydrogenase deficiency ORPHA:25	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	DDX28;RPP25L
Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form ORPHA:308712	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	C1GALT1C1;MGAT2
Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form ORPHA:308684	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	C1GALT1C1;MGAT2
Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form ORPHA:308698	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	C1GALT1C1;MGAT2
Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form ORPHA:308670	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	C1GALT1C1;MGAT2
Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form ORPHA:308655	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	C1GALT1C1;MGAT2
Glycogen storage disease due to glycogen branching enzyme deficiency, non progressive hepatic form ORPHA:308638	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	C1GALT1C1;MGAT2
Glycogen storage disease due to glycogen branching enzyme deficiency, progressive hepatic form ORPHA:308621	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	C1GALT1C1;MGAT2
Glycogen storage disease due to muscle and heart glycogen synthase deficiency ORPHA:137625	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	PROB1;ZNF865
Gordon syndrome ORPHA:376	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	GJA1;FLRT2
Greenberg dysplasia ORPHA:1426	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	HNRNPF;PNRC2
Growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome ORPHA:391348	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	COA4;TMEM177
Guttmacher syndrome ORPHA:2957	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	FOXC1;FOXD1
Gyrate atrophy of choroid and retina ORPHA:414	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	PRNP;MORF4L2
HSD10 disease, atypical type ORPHA:85295	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	SF3B5;POP7
HSD10 disease, infantile type ORPHA:391428	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	SF3B5;POP7
HSD10 disease, neonatal type ORPHA:391457	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	SF3B5;POP7
HTRA1-related autosomal dominant cerebral small vessel disease ORPHA:482077	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	GJA1;FIBIN
Hand-foot-genital syndrome ORPHA:2438	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	FOXC1;FOXD1
Hemolytic anemia due to glutathione reductase deficiency ORPHA:90030	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	FZD5;TEX19
Hemolytic anemia due to pyrimidine 5' nucleotidase deficiency ORPHA:35120	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	PLEKHF2;ABHD13
Hereditary North American Indian childhood cirrhosis ORPHA:168583	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	FEN1;PIGW
Hereditary hypophosphatemic rickets with hypercalciuria ORPHA:157215	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	GJD3;ZBTB12
Hereditary persistence of alpha-fetoprotein ORPHA:168615	2/101	0.999929792390071	0.9999961656375117	0	0	0.1562685680332739	1.0971627819039781E-5	CLDN6;PAQR9
