Name	Gene	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Colon_Transverse_Mixed_Cell	Colon_Transverse_Mucosa	Colon_Transverse_Muscularis	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Liver_Hepatocyte	Liver_Mixed_Cell	Liver_Portal_Tract	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pancreas_Acini	Pancreas_Islets	Pancreas_Mixed_Cell	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate	Small_Intestine_Terminal_Ileum_Mixed_Cell	Spleen	Stomach	Stomach_Mixed_Cell	Stomach_Mucosa	Stomach_Muscularis	Testis	Thyroid	Uterus	Vagina	Whole_Blood	seg
ENSG00000223683.1	RPSAP65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	noSeg
ENSG00000230798.6	FOXD3-AS1	0.286879	0.223007	0.122181	0.140767	0.973936	0.319209	1.43493	0.026766	0.031883	0.017116	0	0	0	0	0.03961	0.021069	0	0.020193	0.178394	0	0.301046	0	0.141728	1.15565	2.52893	6.73782	2.12811	1.08996	0.313531	4.54458	4.04187	0.397231	4.0086	0.789445	0.925859	0.186824	0.064214	0.090329	0.0338245	0	0	0.961032	0.057169	0.435946	0.746314	66.4931	0.184948	0.0600455	0.040707	0.073417	0.072052	0.126925	1.91987	0.977068	1.04085	0.754113	0.136731	0.714991	0.059284	0.513043	0.691083	0.123096	3.48278	12.6154	0.285894	0.303706	1.70008	0.057931	noSeg
ENSG00000275836.1	MIR6068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	noSeg
ENSG00000252784.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	noSeg
ENSG00000236674.1	ENSG00000236674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046509	0	0	0	0	noSeg
ENSG00000088035.18	ALG6	5.4292	4.73932	4.75459	3.48833	4.18171	3.04195	4.13168	1.78398	1.86496	2.086	5.85312	5.43264	2.06666	2.28707	1.95798	2.3656	2.29329	2.05193	3.90127	2.16963	5.77393	7.49249	8.22097	6.50336	7.09599	3.82748	4.52891	5.32329	5.6513	3.60686	3.47044	6.31591	3.31881	5.84657	1.7296	1.0914	2.26096	3.70186	2.46986	2.98104	3.03674	7.76568	5.07959	5.55647	1.68602	10.3659	6.75561	2.25124	2.70933	3.61436	2.42183	3.71356	5.38432	7.1354	7.1597	6.08315	13.5148	7.62368	7.77231	3.50598	3.47654	3.1147	2.94194	4.46404	6.18616	6.46244	7.01512	3.44768	noSeg
ENSG00000142856.17	ITGB3BP	4.06515	3.02852	3.2991	3.55712	4.19944	4.04647	4.71592	1.56622	1.67998	1.76398	4.08562	3.61388	1.81348	2.11008	1.51548	2.05777	1.97292	1.58001	2.6019	1.80066	4.89292	8.10906	16.2736	5.12922	7.06984	4.51349	3.6019	3.34665	2.69492	4.98058	5.1836	3.73165	5.34447	5.52091	1.6432	0.963136	2.60501	4.87555	0.973733	1.4233	1.82349	6.31132	4.10606	3.94415	1.09088	6.55057	8.45988	1.69583	1.68992	2.86558	1.54053	4.85155	5.25539	3.82514	3.58552	4.12583	9.00132	5.50895	5.04922	2.81594	3.54768	2.95732	5.06361	11.4132	5.24157	7.32172	5.48847	0.663021	noSeg
ENSG00000286429.1	ENSG00000286429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046701	0.0290135	0.07137	0	0	0	0	0	0.160988	0	0.387526	0	3.73815	1.03666	0	0	0	0	0	0.0150735	0.044337	0	0	0	0	0	0	0	0	0	0.0269465	0	0	0	0	0	0	0	0	0	0	0.0570955	0	0	0	0	noSeg
ENSG00000203965.13	EFCAB7	3.30477	2.69859	2.92868	3.21193	3.90799	3.58083	4.49065	2.35329	3.12073	3.2864	12.0388	10.3282	4.18607	5.18273	2.57703	4.37643	4.15075	2.46551	3.36252	2.53209	3.80326	3.85302	4.8217	5.07422	6.7792	3.99164	2.23211	1.63388	1.04775	3.34299	4.31955	1.9522	4.37217	6.60378	2.52388	1.31221	1.65095	3.54536	0.611331	0.525209	0.588628	3.63386	2.98565	3.57793	2.31574	6.64639	8.27308	1.42786	1.70611	4.25086	1.44458	8.0517	4.42307	3.13766	3.21722	2.64416	5.13632	2.56234	2.6115	1.92037	2.10842	1.34679	3.13792	9.2842	5.36039	6.79139	4.41755	0.385484	noSeg
ENSG00000264271.2	RN7SL488P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	noSeg
ENSG00000251720.1	RNU7-123P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	noSeg
ENSG00000116652.6	DLEU2L	0.843279	0.399185	0.360799	0.635999	0.68033	0.65083	0.717253	0.109543	0.188789	0.190699	1.42206	2.86616	0.497022	0.264327	0.136515	0.2404	0.267259	0.11171	0.19991	0.119354	0.933444	0.714276	1.01668	0.826187	1.13428	0.625772	0.37116	0.175488	0.139823	0.421004	0.763905	0.313727	0.772325	1.13349	0.416658	0.178032	0.139443	0.27068	0.0831255	0.024489	0.026818	0.252331	0.601245	0.998238	1.03666	1.85701	1.77351	0.356672	0.170452	0.228611	0.129313	1.27526	0.691263	0.927598	0.875735	0.56615	0.595339	0.328047	0.371982	0.396283	0.175641	0.105532	0.193251	0.789149	0.998053	1.30985	0.890581	0.033707	noSeg
ENSG00000079739.17	PGM1	57.7785	57.9206	63.5747	81.7687	48.1878	42.8685	45.41	20.8311	25.713	28.0785	25.466	25.2879	29.0046	27.791	14.9368	20.4402	26.7415	23.7062	14.1583	19.4652	42.1966	59.9374	54.0305	27.6603	35.2146	41.0936	45.9736	59.9582	54.5556	39.7503	36.4372	34.1379	38.6811	27.2914	70.3772	81.3589	20.5023	29.4428	75.4725	103.855	116.476	41.3033	39.3516	33.3696	425.727	29.0633	56.0373	39.0711	35.6625	36.8214	39.1086	39.1044	37.8315	30.2539	31.1458	35.0209	17.0106	31.8955	16.9651	23.8444	25.4776	20.5295	32.1849	13.2406	28.4649	28.1524	27.8023	21.7081	noSeg
ENSG00000244256.3	RN7SL130P	1.31377	1.14258	1.21696	1.30395	0.76587	0.414075	0.939041	0.207302	0.195837	0.236699	1.39211	1.36858	0.254581	0.236219	0.165832	0.166183	0.248247	0.122396	0.243164	0.146067	1.08977	0.914306	1.4485	0.877557	1.13079	0.514386	1.13659	0.979734	1.07689	0.130711	0.494432	0.875327	0.411309	0.573184	0.877272	0.555488	0.633937	0.600775	3.0142	1.5361	1.75125	0.238412	1.39145	1.46558	1.20445	0.970419	1.68911	1.52682	0.648415	0.732344	0.90756	1.51875	1.67053	0.850368	0.860456	1.07238	0.552399	0.616435	0.7262	0.572849	0.459744	0.359292	0	0.613014	1.13919	0.740936	1.15036	0.596082	noSeg
ENSG00000185483.13	ROR1	3.21848	3.90975	0.681647	11.7362	9.40763	18.6001	4.32756	0.274559	0.288237	0.373103	1.60559	1.73142	0.334866	0.284254	0.268818	0.212601	0.302863	0.319356	0.193828	0.196305	2.43521	13.5221	0.083787	4.82199	8.89836	6.70055	2.58347	1.18072	0.263858	3.2958	2.62557	2.67546	1.75954	3.97738	1.93625	1.83123	0.437625	0.432997	0.078429	0.012938	0.030975	2.57192	5.02837	1.33051	0.541363	6.15511	5.63382	2.19823	1.48092	3.56957	1.91754	0.858503	2.82078	2.86405	3.233	1.88329	0.919569	0.983786	1.32574	5.58303	4.83287	3.87927	3.95785	1.05918	0.906322	5.82148	3.24179	0.014481	noSeg
ENSG00000177452.7	ENSG00000177452	0	0	0	0	0	0	0	0	0	0	0	0.0179795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0703895	0	0.154929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11989	0	0	0	0	0	0	0	0	0	0	0.271264	0.102773	0.104747	0	0	0	0	0	noSeg
ENSG00000228056.3	CFL1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066456	0	0	0	0	0	0	0	0.092325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065121	0	0	0	0	0	0	0	0.073561	0	0	0.222306	0.16319	0	0	0	0	0	0	noSeg
ENSG00000207190.1	RNU6-809P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	noSeg
ENSG00000200508.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	noSeg
ENSG00000223949.8	ROR1-AS1	0.0730715	0.104259	0.007201	0.100698	0.099333	0.058512	0.034734	0	0	0.016438	0.0413	0.038483	0	0	0.004916	0	0	0.017316	0	0	0.0289235	0.042354	0.023492	0.056792	0.123466	0.043836	0.017088	0.0301445	0	0.145189	0.022242	0.0221455	0.015795	0.028491	0.050475	0.020922	0.0228725	0.014181	0	0	0	0.089406	0.168146	0.022115	0	0.07774	0.058835	0.025507	0.052769	0.082989	0.057143	0.017813	0.0428295	0.035992	0.036175	0.016589	0.027375	0.039546	0.013175	0.046346	0.189443	0.110569	0.08536	5.34562	0.035611	0.059397	0.0424135	0	noSeg
ENSG00000284928.1	ENSG00000284928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033452	0	0	0	0	0	0	0	0	0	0	0.061512	0.584422	2.09432	0	0	0	0.0503075	0.056397	0.082424	0	0	0	1.53908	1.97076	1.67129	1.65871	0.177936	0	0.1765	0.180614	0	0.090416	0.082013	0	1.71333	3.83537	3.94506	0	0.300883	0.0611325	0	0	0	noSeg
ENSG00000177414.14	UBE2U	0	0	0	0	0	0	0	0	0.023295	0	0	0	0.030964	0.035833	0.014485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0268735	0.0437295	0.051456	0	0	0	0.019738	0	0	0	0	0	0.149726	0.030365	0.048546	0.115521	0	0	0.042042	0.0455645	0	0	0	0	0.328364	0.539539	0.606711	0	41.7495	0	0	0	0	noSeg
ENSG00000238653.1	RNU7-62P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	noSeg
ENSG00000158966.16	CACHD1	18.9333	16.6819	14.9697	5.9812	8.7073	9.57857	11.3155	10.0569	8.82831	11.9999	2.63697	5.24729	8.38968	7.53819	6.31511	7.7836	15.1339	10.0765	2.21894	4.59442	19.7181	8.37875	0.030417	18.8213	26.6561	4.88407	3.70882	2.26886	1.22931	2.76192	10.7509	4.76854	6.9281	24.1768	2.98465	1.27469	3.53182	4.39309	0.864617	0.750965	0.640165	4.2131	10.3416	8.11658	1.98628	7.74599	30.907	3.6346	3.40559	2.29211	3.09412	11.67	15.3999	12.112	12.2628	4.9744	2.48062	3.22273	7.08447	7.51195	6.2631	4.71302	7.4477	5.01959	13.5501	25.7362	19.9172	0.164573	noSeg
ENSG00000264470.1	MIR4794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	noSeg
ENSG00000162437.14	RAVER2	6.88852	6.25571	9.8491	20.8679	18.7819	7.85699	10.5106	7.84349	7.05519	9.87478	23.2013	19.8373	7.09539	7.17896	6.6871	6.44024	9.07605	7.60469	3.51004	6.12686	7.67684	4.49188	0.072722	11.3905	13.411	12.8136	18.4682	24.58	30.8131	11.0565	13.4555	8.52102	14.5396	14.1176	7.32505	6.25023	4.14166	7.78852	0.512643	0.299776	0.378111	9.18291	11.158	18.7572	7.57657	5.90565	10.0592	3.50587	3.87733	13.1667	3.57675	20.6923	14.3998	7.82628	8.55231	14.1639	4.75874	14.9753	5.60557	7.4571	7.01011	6.0289	9.282	4.30318	10.5103	12.2712	12.842	0.4907	noSeg
ENSG00000162434.13	JAK1	71.6325	56.7858	22.9506	42.949	43.7587	56.1445	46.1804	10.9534	12.7061	13.1249	37.2757	31.9731	15.3802	17.8649	10.6048	14.6908	12.533	10.9523	16.0325	12.3342	55.9081	79.1991	30.034	43.3838	59.1879	37.6471	30.9998	25.7525	19.6214	25.8846	38.144	23.219	37.096	46.4686	19.012	14.9	15.3227	28.0927	10.9577	12.6568	15.1414	40.3158	63.7157	26.2852	30.9528	39.543	58.7311	13.6533	10.347	38.0045	12.7479	34.8538	27.418	40.2293	48.5299	41.6343	82.8018	43.9172	57.0949	22.3297	20.1068	12.1212	28.4795	27.5598	43.6511	51.8816	41.106	40.4237	noSeg
ENSG00000234784.2	ENSG00000234784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.407412	0.168133	0	0	0	0	0	0	0	0	0	0	noSeg
ENSG00000233877.2	ENSG00000233877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.580471	0.116914	0	0	0	0	0	0	0	0	0	0	noSeg
ENSG00000226891.9	LINC01359	1.04073	0.806703	0.599016	1.57749	1.32529	1.3761	1.17356	0.318991	0.337588	0.479695	1.06021	1.02245	0.363327	0.371044	0.377855	0.316673	0.509345	0.386837	0.46628	0.318388	1.35252	0.127014	0	0.898403	2.08735	1.09502	0.593071	0.46222	0.258966	1.35703	1.08606	0.226136	0.801311	2.22932	0.340062	0.185071	0.285864	0.678173	0.193529	0.169135	0.086013	1.81581	0.634696	1.01844	0.242739	2.09561	3.83628	0.428966	0.479418	0.33707	0.265503	1.36052	1.24994	0.464392	0.516309	0.695564	1.05334	0.618463	1.02541	0.607511	0.846669	0.441172	1.26934	1.94237	2.42657	2.40976	0.983344	0.10625	noSeg
ENSG00000185031.6	SLC2A3P2	0.519809	0.294795	0.322329	0.543836	0.505333	0.590106	0.567017	0.045667	0.046871	0.0868915	0.189882	0.293053	0.0669095	0.063205	0.048058	0.041536	0.075668	0.050578	0.07211	0.042885	0.683703	0.102591	0	0.314865	0.941542	0.420677	0.255992	0.130331	0.069887	0.457225	0.502706	0.088999	0.377043	1.16564	0.125677	0.0673035	0.0919575	0.170236	0.042079	0.038238	0.042459	0.574809	0.233521	0.532017	0.122992	0.924062	1.79798	0.260281	0.134004	0.323405	0.0759345	0.432141	0.383695	0.217335	0.274758	0.324893	0.207353	0.159429	0.249625	0.299179	0.225496	0.081237	0.268353	0.275562	1.0588	0.967929	0.378065	0.086761	noSeg
ENSG00000272506.1	ENSG00000272506	0.789352	0.572621	0.373773	0.746248	0.705934	0.77376	0.896213	0.415287	0.439511	0.488331	3.46558	2.6292	0.413984	0.522474	0.486356	0.468526	0.472289	0.444335	0.600156	0.409767	0.878772	0.173882	0	1.01963	1.48782	0.835921	0.39035	0.391156	0.247755	0.994732	0.772815	0.230017	0.6318	1.26116	0.238329	0.16377	0.356355	0.297645	0.259009	0.210176	0	0.722019	0.663547	0.617434	0.203312	1.69646	2.78106	0.207567	0.394655	0.206533	0.115777	1.39396	1.19976	0.438147	0.555806	0.512712	0.715386	0.662135	1.34084	0.347446	0.666546	0.344207	0.961245	1.2717	1.30116	1.88153	0.890193	0.292211	noSeg
ENSG00000212257.1	RNU6-1176P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	noSeg
ENSG00000265996.1	MIR3671	0.417857	0	0	0	0	0.439753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.347354	0	0	0	0.439936	0	0	0	0	0.423112	0	0	0	0	0	0	0	0	0	0	0	0.501276	0	0.25997	0	0.64325	0.523038	0	0	0	0	0	0	0	0	0.373329	0	0	0	0	0	0	0	0	0.338288	0	0	0	noSeg
ENSG00000199135.1	MIR101-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	noSeg
ENSG00000288804.1	ENSG00000288804	0.259663	0.134778	0.185385	0.321586	0.273005	0.290574	0.27217	0.113099	0.116249	0.150975	0.409056	0.461275	0.137289	0.132426	0.121182	0.139218	0.139661	0.112768	0.200865	0.136051	0.256229	0.056108	0	0.234782	0.530093	0.163738	0.149738	0.116324	0.140029	0.226208	0.187383	0.0738335	0.173952	0.448179	0.040316	0.0319525	0.227675	0.401047	0.0879635	0.061984	0.042745	0.264753	0.231957	0.171827	0.044062	0.523066	0.531699	0.058019	0.07396	0.255221	0.070052	0.534579	0.449156	0.112271	0.133643	0.328295	1.28158	0.50537	0.534126	0.132684	0.092607	0.081717	0.07713	0.390369	0.671071	0.456659	0.198602	0.151063	noSeg
ENSG00000235804.2	ENSG00000235804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	noSeg
ENSG00000234496.2	MRPS21P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	noSeg
ENSG00000162433.15	AK4	12.7511	17.4607	0.614054	19.6743	19.7062	31.5102	18.0622	17.4427	18.6789	17.5362	25.2321	20.7975	15.9231	17.3576	11.653	12.6384	17.907	11.9165	12.4783	9.74853	14.1145	19.5086	30.4514	9.19435	5.03106	22.392	11.365	11.1759	6.10195	25.2574	20.0113	17.0541	24.8393	11.8961	14.7317	16.0028	41.5241	15.06	22.6582	20.6625	25.7831	10.459	2.25679	8.62093	0.672313	8.08801	3.18527	0.285325	0.19544	1.1041	0.382612	5.2177	14.6446	24.2271	26.8356	5.75846	0.686584	7.61235	0.89992	13.9142	18.252	12.1338	16.9694	13.0004	3.17955	9.33561	12.7913	0.284252	noSeg
ENSG00000231622.1	RPS29P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	noSeg
ENSG00000116675.16	DNAJC6	2.32378	1.51541	5.50231	1.30016	2.28045	2.56588	1.72966	28.4114	42.2513	22.9166	80.7223	51.0614	34.4907	68.3674	32.2197	49.4187	29.425	21.4856	64.6667	40.6385	1.72526	2.04945	0.367397	0.654453	1.05648	2.99214	1.33714	0.529528	0.376659	0.862485	1.83263	0.28142	1.8397	1.00655	3.67436	1.09309	1.89833	2.73737	0.178069	0.144829	0.235445	1.11979	2.46747	0.925308	0.253434	7.49996	0.680234	0.592818	0.318034	7.38324	0.422957	21.7211	0.91767	0.910625	1.30784	0.938875	0.408351	0.451082	1.67013	1.60469	1.18147	0.930468	1.13487	2.06329	1.53688	0.841289	0.942688	0.252758	noSeg
ENSG00000229294.1	ENSG00000229294	0	0	0	0	0	0	0	0	0	0	0.093045	0.194533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079327	0	0	0	0	0	0	0	0	0	0	0	2.38147	0	0	0	0	noSeg
ENSG00000234144.1	COX6CP13	0	0	0	0	0	0	0	0	0	0.124829	0.620058	0.562732	0	0	0.126997	0	0.14463	0.102186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54902	0	1.09862	0	0	0	0	0	0	0	0	0	0	0	3.53632	0	0	0	0	noSeg
ENSG00000222624.1	RNU2-15P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	noSeg
ENSG00000213625.9	LEPROT	89.6801	73.1718	59.6788	95.741	89.7233	88.1282	58.8062	17.6635	14.9936	17.7476	12.2707	12.1761	13.8293	14.764	14.2748	16.5958	17.6841	16.0394	25.5439	22.3522	78.9526	86.5357	17.0123	65.4112	80.6245	50.0674	38.7077	36.9363	26.6419	39.7262	52.4305	35.1354	52.6811	72.7349	25.6324	16.3034	35.2147	55.7884	18.772	18.4895	21.5729	52.0881	78.0249	46.9104	14.6022	75.573	85.3845	17.9757	15.3997	25.4878	14.794	31.6903	45.2083	42.4167	42.4199	37.3124	23.6739	30.7518	43.4441	35.4121	35.2048	26.1956	38.7068	23.4978	74.9736	87.7426	55.3142	15.357	noSeg
ENSG00000116678.20	LEPR	8.2516	10.208	1.47938	6.60088	9.57833	8.67188	4.57176	1.15277	1.0929	1.55584	1.6172	1.60375	1.18733	1.28892	1.44466	2.13748	1.46391	1.34621	2.66162	1.83317	12.663	6.50996	0.564489	4.43786	9.32525	3.80122	2.20018	0.802198	0.32857	1.06586	4.94118	2.71274	4.51387	7.19754	2.29249	0.657681	1.38681	2.72942	11.2564	5.91683	10.1897	4.9028	13.0989	7.39641	0.589839	24.8019	15.7607	0.543656	0.23983	1.23432	0.359724	3.78734	4.65759	4.78835	3.16805	2.78201	0.916541	1.39504	1.03813	6.54933	7.1706	5.83617	1.81904	1.44332	8.97929	12.0443	4.06982	0.251551	noSeg
ENSG00000237852.1	ENSG00000237852	0.222777	0.229154	0.153437	0.207451	0.254479	0.147964	0.285409	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24029	0.352794	0.126942	0.306496	0.258518	0.148981	0.166968	0.123817	0.2181	0.23455	0.20056	0.200982	0.171477	0.258416	0	0	0.184202	0.241525	0.0595125	0.149309	0	1.13511	0.346511	0.160815	0	0.251128	0.153325	0.069114	0.128131	0.150871	0.133709	0.087385	0.164488	0.215215	0.163802	0.197091	0.531069	0.253501	0.409642	0.11446	0.154797	0.119447	0	0.152718	0.188273	0.256853	0.263263	0.16626	noSeg
ENSG00000224570.1	ENSG00000224570	0.0371175	0.059222	0	0	0.01835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047362	0	0	0.0491825	0.068929	0	0	0	0	0	0	0	0	0.036577	0.020987	0	0	0	0.121158	0.126491	0.039153	0.0606975	0.11014	0	0	0.10022	0.12022	0	0	0	0	0.065229	0.0469815	0.047415	0.017769	0	0	0.010233	0	0.029497	0.121053	0.0499	0	0	0.0463505	0.070016	0.0532015	0	noSeg
ENSG00000285079.1	ENSG00000285079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	noSeg
ENSG00000239319.3	RN7SL854P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	noSeg
ENSG00000184588.18	PDE4B	12.0775	10.4007	1.40075	7.70575	7.04471	12.0295	4.00001	13.4164	10.934	14.6254	10.3315	12.1472	14.2896	15.4512	13.6165	14.9122	16.1947	13.7157	27.517	15.9755	11.8692	6.91103	12.5247	4.80583	3.82442	3.38235	3.16413	2.83609	1.90176	2.19315	3.11379	1.4717	3.38595	3.58312	8.50077	1.84311	1.79039	2.34042	1.20848	1.40352	1.76682	11.5879	13.6493	9.06471	7.35848	7.69467	1.42309	0.380809	0.278604	2.54995	0.400868	2.45814	11.0023	4.53509	7.16135	7.8941	39.5621	16.0622	15.3243	1.8648	1.96881	0.860723	4.48743	3.10938	7.36276	2.5778	3.97103	6.38333	noSeg
ENSG00000227466.1	PDE4B-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19677	0	0	0	0	noSeg
