ID	adj.P.Val	P.Value	t	B	logFC	GB_ACC	GENE_SYMBOL
A_33_P3288589	9.48e-01	8.45e-01	-0.1978395	-6.014169	-0.09092912		
A_21_P0010855	9.48e-01	8.45e-01	0.1977884	-6.014179	0.06713823		XLOC_l2_001851
A_33_P3280631	9.48e-01	8.45e-01	-0.1977077	-6.014194	-0.05989355	NM_001005167	OR52E6
A_21_P0008800	9.48e-01	8.45e-01	0.197649	-6.014206	0.07231313	AA302842	XLOC_011608
A_33_P3264272	9.48e-01	8.45e-01	-0.1976011	-6.014215	-0.08843631	NM_015484	SYF2
A_32_P800799	9.48e-01	8.45e-01	0.197568	-6.014222	0.04451564	NM_133329	KCNG3
A_21_P0007721	9.48e-01	8.45e-01	0.1975536	-6.014224	0.01449174	BG190604	XLOC_010113
A_21_P0007893	9.48e-01	8.45e-01	0.1974192	-6.014251	0.08703355		XLOC_010212
A_21_P0013401	9.48e-01	8.45e-01	-0.1972829	-6.014277	-0.0352209		XLOC_l2_013554
A_21_P0009959	9.48e-01	8.45e-01	-0.1972419	-6.014285	-0.07613851		XLOC_013535
A_33_P3364776	9.48e-01	8.45e-01	0.1972296	-6.014287	0.04612518	DQ059386	
A_33_P3289227	9.48e-01	8.45e-01	-0.1971664	-6.0143	-0.08541301	NM_003462	DNALI1
A_23_P35354	9.48e-01	8.45e-01	0.1971519	-6.014302	0.05120698	NM_018294	CWF19L1
A_33_P3356031	9.48e-01	8.45e-01	-0.1971069	-6.014311	-0.11025689		SMG7
A_33_P3335999	9.48e-01	8.45e-01	0.1970719	-6.014318	0.05411944	NM_001199873	B4GALT3
A_21_P0001511	9.48e-01	8.46e-01	-0.1970389	-6.014324	-0.05203715		XLOC_000846
A_23_P154962	9.48e-01	8.46e-01	-0.1970195	-6.014328	-0.1175284	NM_015672	RIMBP3
A_32_P70315	9.48e-01	8.46e-01	-0.1970174	-6.014328	-0.1806047	NM_003256	TIMP4
A_33_P3294645	9.48e-01	8.46e-01	0.1970037	-6.014331	0.04962068	NM_001080426	DUSP27
A_24_P391368	9.48e-01	8.46e-01	-0.1969434	-6.014343	-0.0324831	NM_013236	ATXN10
A_21_P0012755	9.48e-01	8.46e-01	0.1968668	-6.014358	0.02550639	XR_133383	LOC646890
A_21_P0001086	9.48e-01	8.46e-01	0.1967687	-6.014377	0.01513234		XLOC_000671
A_24_P280148	9.48e-01	8.46e-01	-0.1967102	-6.014388	-0.06063244	NM_080817	GPR82
A_21_P0003328	9.48e-01	8.46e-01	0.1966622	-6.014397	0.04558302	BC031941	XLOC_004155
A_33_P3214570	9.48e-01	8.46e-01	0.1966385	-6.014402	0.0904545		
A_33_P3339376	9.48e-01	8.46e-01	-0.1965019	-6.014428	-0.14206897	BC110288	WIPF1
A_21_P0006684	9.48e-01	8.46e-01	-0.1964958	-6.014429	-0.11406123		XLOC_008508
A_32_P209960	9.48e-01	8.46e-01	-0.196491	-6.01443	-0.03858857	NM_000246	CIITA
A_32_P129540	9.48e-01	8.46e-01	-0.1964884	-6.014431	-0.09872147	NR_037629	LOC728739
A_21_P0004000	9.48e-01	8.46e-01	0.1964825	-6.014432	0.02182526		XLOC_004385
A_24_P244100	9.48e-01	8.46e-01	-0.1964075	-6.014446	-0.03929368	NM_001002762	DNAJB12
A_21_P0001394	9.48e-01	8.46e-01	0.1962732	-6.014472	0.08408778		XLOC_000482
A_23_P59807	9.48e-01	8.46e-01	0.19626	-6.014475	0.08154415	NM_003391	WNT2
A_21_P0002952	9.48e-01	8.46e-01	0.196044	-6.014516	0.03300718		XLOC_002628
A_23_P147245	9.48e-01	8.46e-01	-0.1960413	-6.014517	-0.03801494	NM_017784	OSBPL10
A_33_P3315733	9.48e-01	8.46e-01	-0.1959897	-6.014527	-0.06254713	BC046241	TRAPPC10
A_23_P308673	9.48e-01	8.46e-01	-0.1959626	-6.014532	-0.07828641	NM_004783	TAOK2
A_21_P0013369	9.48e-01	8.46e-01	-0.1959551	-6.014534	-0.04340365	DB053965	XLOC_l2_013300
A_32_P213965	9.48e-01	8.46e-01	-0.1958821	-6.014548	-0.0758797	NR_038309	LOC100507205
A_21_P0008068	9.48e-01	8.46e-01	0.1958802	-6.014548	0.04613361		XLOC_010401
A_21_P0011165	9.48e-01	8.46e-01	-0.1958709	-6.01455	-0.07086821		XLOC_l2_003877
A_33_P3230822	9.48e-01	8.46e-01	0.195849	-6.014554	0.03486365	NM_001195187	LOC646508
A_33_P3413741	9.48e-01	8.46e-01	0.1958135	-6.014561	0.13004945	NM_000916	OXTR
A_24_P398810	9.48e-01	8.47e-01	-0.1957467	-6.014574	-0.04730357	NM_001969	EIF5
A_24_P627503	9.48e-01	8.47e-01	0.1956868	-6.014585	0.0478651	XM_003403831	LOC100653245
A_23_P74870	9.48e-01	8.47e-01	-0.1956828	-6.014586	-0.02720117	NM_025063	C1orf129
A_33_P3230876	9.48e-01	8.47e-01	-0.1955048	-6.01462	-0.06150554	NM_001004127	ALG11
A_33_P3295991	9.49e-01	8.47e-01	-0.1953756	-6.014645	-0.09106284	AK127969	FLJ25694
A_21_P0008899	9.49e-01	8.47e-01	0.1953521	-6.014649	0.07379866		XLOC_011618
A_19_P00802713	9.49e-01	8.47e-01	-0.1953422	-6.014651	-0.07449542		
A_23_P101054	9.49e-01	8.47e-01	0.1953166	-6.014656	0.0853905	NM_021013	KRT34
A_19_P00320792	9.49e-01	8.47e-01	0.1952446	-6.01467	0.03416006	NR_003239	SNHG11
A_21_P0007217	9.49e-01	8.47e-01	0.1952162	-6.014676	0.09757369		XLOC_009152
A_21_P0012233	9.49e-01	8.47e-01	0.1951184	-6.014694	0.06730075	XR_109675	XLOC_l2_009219
A_23_P167997	9.49e-01	8.47e-01	0.1950869	-6.0147	0.05426015	NM_003518	HIST1H2BG
A_21_P0003381	9.49e-01	8.47e-01	0.1950505	-6.014707	0.02450425	DB051028	XLOC_003610
A_21_P0002991	9.49e-01	8.47e-01	0.1950038	-6.014716	0.01386899		XLOC_002722
A_23_P422018	9.49e-01	8.47e-01	0.1949854	-6.01472	0.21648002	NM_173080	SPRR4
A_33_P3363645	9.49e-01	8.47e-01	-0.1949729	-6.014722	-0.06215133	NM_001114618	MGAT1
A_23_P413815	9.49e-01	8.47e-01	0.1949584	-6.014725	0.03293148	NM_173517	VKORC1L1
A_32_P191840	9.49e-01	8.47e-01	0.1949517	-6.014726	0.10065088	XM_933903	LOC644662
A_24_P268160	9.49e-01	8.47e-01	-0.1949489	-6.014727	-0.05358993	NM_178454	DRAM2
A_23_P324813	9.49e-01	8.47e-01	0.1948951	-6.014737	0.09344187	NM_181844	BCL6B
A_21_P0013769	9.49e-01	8.47e-01	0.1948648	-6.014743	0.05705978	NM_004730	ETF1
A_21_P0014462	9.49e-01	8.47e-01	-0.1948643	-6.014743	-0.11273321	XR_109944	ZNF638-IT1
A_21_P0000855	9.49e-01	8.47e-01	0.1948607	-6.014744	0.09617882	NR_038966	LOC100506585
A_21_P0003425	9.49e-01	8.47e-01	-0.1948188	-6.014752	-0.05340224	DA175095	XLOC_003761
A_23_P64306	9.49e-01	8.47e-01	-0.1947492	-6.014765	-0.06908392	NM_024114	TRIM48
A_21_P0007418	9.49e-01	8.47e-01	0.1947372	-6.014767	0.0487293		XLOC_009599
A_23_P156826	9.49e-01	8.47e-01	-0.1947046	-6.014774	-0.10825226	NM_032744	C6orf105
A_33_P3383970	9.49e-01	8.47e-01	0.1946786	-6.014779	0.04469727	NM_030956	TLR10
A_33_P3258472	9.49e-01	8.47e-01	0.1945799	-6.014797	0.06104497	NM_003128	SPTBN1
A_33_P3273267	9.49e-01	8.48e-01	0.1944798	-6.014817	0.06470788		
A_33_P3329587	9.49e-01	8.48e-01	0.1944594	-6.01482	0.0798482		
A_21_P0000242	9.49e-01	8.48e-01	0.19435	-6.014841	0.07783028	NR_002437	SNORD54
A_21_P0014327	9.49e-01	8.48e-01	-0.1943401	-6.014843	-0.06143976	XR_109302	LOC100505692
A_21_P0008600	9.49e-01	8.48e-01	0.1943392	-6.014843	0.04888824		XLOC_011181
A_24_P140204	9.49e-01	8.48e-01	-0.1943105	-6.014849	-0.0631409	NM_017771	PXK
A_23_P141847	9.49e-01	8.48e-01	-0.1942576	-6.014859	-0.07091077	NM_003969	UBE2M
A_33_P3346526	9.49e-01	8.48e-01	-0.1942551	-6.01486	-0.08232375		
A_33_P3318148	9.49e-01	8.48e-01	0.1941249	-6.014884	0.07818013	NM_153647	SLC24A4
A_21_P0012968	9.49e-01	8.48e-01	0.1940284	-6.014903	0.05110988	BX645439	XLOC_l2_011899
A_21_P0013021	9.49e-01	8.48e-01	-0.1938716	-6.014933	-0.0929469		XLOC_l2_012467
A_33_P3334260	9.49e-01	8.48e-01	0.1938333	-6.01494	0.05416306	AK090562	LOC729987
A_21_P0003424	9.49e-01	8.48e-01	0.1937253	-6.014961	0.03662723	BC121111	XLOC_003758
A_21_P0006861	9.49e-01	8.48e-01	-0.1937147	-6.014963	-0.04346616		XLOC_008466
A_23_P215051	9.49e-01	8.48e-01	0.1936902	-6.014967	0.03761251	NM_018479	ECHDC1
A_21_P0008944	9.49e-01	8.48e-01	0.1936575	-6.014973	0.05927805		XLOC_011724
A_23_P128974	9.49e-01	8.48e-01	0.1936287	-6.014979	0.13551452	NM_006399	BATF
A_21_P0009755	9.49e-01	8.48e-01	0.1934846	-6.015006	0.01340506		XLOC_013284
A_21_P0003947	9.49e-01	8.48e-01	-0.1933864	-6.015025	-0.10206799	BC039383	XLOC_004249
A_33_P3250830	9.49e-01	8.48e-01	-0.1933827	-6.015026	-0.04170413	AK123573	C1orf110
A_33_P3345031	9.49e-01	8.48e-01	0.1933647	-6.015029	0.06781474		
A_24_P110558	9.49e-01	8.48e-01	0.1933424	-6.015033	0.06535821	NM_001007189	IGIP
A_23_P303851	9.49e-01	8.49e-01	-0.1931355	-6.015073	-0.10369923	NM_176886	TAS2R45
A_21_P0001267	9.49e-01	8.49e-01	-0.1931329	-6.015073	-0.05692548		C1orf144
A_21_P0009528	9.49e-01	8.49e-01	0.1931225	-6.015075	0.09006335		XLOC_012768
A_21_P0005393	9.49e-01	8.49e-01	0.1930832	-6.015083	0.01414409		XLOC_006142
A_33_P3336617	9.49e-01	8.49e-01	-0.1930309	-6.015093	-0.03628283	NM_000382	ALDH3A2
A_23_P137484	9.49e-01	8.49e-01	-0.1928829	-6.015121	-0.14573655	NM_019079	L1TD1
A_33_P3281765	9.49e-01	8.49e-01	-0.1928028	-6.015136	-0.09885534		
A_21_P0014770	9.49e-01	8.49e-01	0.1927494	-6.015146	0.07674981	XR_132858	LOC100653351
A_33_P3295200	9.50e-01	8.49e-01	0.1926273	-6.015169	0.13474327	NM_001523	HAS1
A_33_P3242214	9.50e-01	8.49e-01	-0.1925815	-6.015178	-0.06650154	XR_108919	
A_33_P3373975	9.50e-01	8.49e-01	0.1924723	-6.015198	0.04003362	AK126686	
A_21_P0007160	9.50e-01	8.49e-01	0.1924662	-6.015199	0.07024997	BC039105	XLOC_009487
A_33_P3375657	9.50e-01	8.49e-01	-0.1923551	-6.01522	-0.08514981		
A_21_P0005166	9.50e-01	8.49e-01	0.1922909	-6.015233	0.10638878		XLOC_005737
A_21_P0013770	9.50e-01	8.49e-01	-0.1922584	-6.015239	-0.11038189		XLOC_l2_015561
A_24_P73075	9.50e-01	8.49e-01	0.1922344	-6.015243	0.06000655	NM_017868	TTC12
A_33_P3380867	9.50e-01	8.49e-01	0.1922337	-6.015243	0.03613691	NM_012448	STAT5B
A_33_P3308050	9.50e-01	8.49e-01	0.192208	-6.015248	0.02660705	NM_004846	EIF4E2
A_19_P00316625	9.50e-01	8.49e-01	-0.1922059	-6.015249	-0.0989164	NR_038346	MAGI2-AS3
A_21_P0001988	9.50e-01	8.49e-01	0.1921143	-6.015266	0.09380037	DB452204	XLOC_001932
A_21_P0013507	9.50e-01	8.49e-01	-0.1920326	-6.015281	-0.0561155		XLOC_l2_014423
A_21_P0013109	9.50e-01	8.49e-01	0.1920089	-6.015286	0.04944596		XLOC_l2_013153
A_33_P3384825	9.50e-01	8.49e-01	-0.1919929	-6.015289	-0.04947733	NM_015343	CTDNEP1
A_23_P161624	9.50e-01	8.49e-01	-0.1919789	-6.015292	-0.06947989	NM_005438	FOSL1
A_23_P133902	9.50e-01	8.49e-01	0.1919695	-6.015293	0.11605917	NM_014068	PSORS1C1
A_21_P0003477	9.50e-01	8.49e-01	-0.1919682	-6.015294	-0.06644888	DB036142	XLOC_003980
A_33_P3261428	9.50e-01	8.50e-01	0.1918662	-6.015313	0.06678207		
A_33_P3383296	9.50e-01	8.50e-01	0.19186	-6.015314	0.01368468	NM_001005493	OR6C6
A_21_P0004939	9.50e-01	8.50e-01	-0.1918301	-6.01532	-0.03488846		XLOC_005461
A_23_P149852	9.50e-01	8.50e-01	-0.1917774	-6.01533	-0.05302443	NM_032429	LZTS2
A_33_P3396419	9.50e-01	8.50e-01	-0.1916841	-6.015347	-0.04205574		
A_21_P0002290	9.50e-01	8.50e-01	-0.1915625	-6.01537	-0.0920062		XLOC_001659
A_24_P12401	9.50e-01	8.50e-01	0.1915582	-6.015371	0.08871474	NM_001025366	VEGFA
A_33_P3328317	9.50e-01	8.50e-01	0.191547	-6.015373	0.06997211	NM_199351	ILDR2
A_23_P325155	9.50e-01	8.50e-01	-0.191507	-6.01538	-0.09129584	NM_138939	CD200R1
A_23_P13753	9.50e-01	8.50e-01	0.1914884	-6.015384	0.08945857	NM_006163	NFE2
A_24_P314337	9.50e-01	8.50e-01	0.1914872	-6.015384	0.01339344	NM_003785	PAGE1
A_33_P3407941	9.50e-01	8.50e-01	0.191202	-6.015438	0.08141749		
A_24_P494943	9.50e-01	8.50e-01	0.1911379	-6.01545	0.05656113	NR_040046	LOC100128682
A_23_P122662	9.50e-01	8.50e-01	0.1910942	-6.015458	0.04318666	NM_018988	GFOD1
A_32_P118586	9.50e-01	8.50e-01	-0.1910421	-6.015468	-0.02894702	NM_152678	FAM116A
A_23_P87150	9.50e-01	8.50e-01	-0.1909903	-6.015478	-0.07463071	NM_004811	LPXN
A_24_P239731	9.50e-01	8.50e-01	0.1909738	-6.015481	0.0711278	NM_004776	B4GALT5
A_21_P0000781	9.50e-01	8.50e-01	-0.1909732	-6.015481	-0.05227458	NR_038366	HOTAIRM1
A_21_P0008634	9.50e-01	8.50e-01	-0.1909418	-6.015487	-0.03130556		XLOC_011259
A_21_P0007200	9.50e-01	8.50e-01	0.1908281	-6.015508	0.0724467		XLOC_009114
A_23_P151851	9.50e-01	8.50e-01	0.1908224	-6.015509	0.05755434	NM_014080	DUOX2
A_21_P0007087	9.50e-01	8.50e-01	-0.1907827	-6.015517	-0.09531347		XLOC_008661
A_24_P412512	9.50e-01	8.50e-01	0.1906546	-6.015541	0.04324997	NM_016350	NIN
A_33_P3400253	9.50e-01	8.50e-01	-0.1906481	-6.015542	-0.03774377	AK126134	C10orf129
A_24_P241815	9.50e-01	8.51e-01	0.1905995	-6.015551	0.06278557	NM_002229	JUNB
A_21_P0003614	9.50e-01	8.51e-01	0.190597	-6.015551	0.07450653		XLOC_003550
A_21_P0013472	9.50e-01	8.51e-01	0.1905291	-6.015564	0.09910971		XLOC_l2_014182
A_21_P0001043	9.50e-01	8.51e-01	-0.1905089	-6.015568	-0.06824393	BC042094	XLOC_000507
A_33_P3494875	9.50e-01	8.51e-01	0.1904355	-6.015582	0.04320907	XR_109878	LOC100506748
A_33_P3297655	9.50e-01	8.51e-01	-0.190407	-6.015587	-0.06018393		
A_33_P3281695	9.50e-01	8.51e-01	0.1903815	-6.015592	0.09942626	NM_001243133	NLRP3
A_23_P95130	9.50e-01	8.51e-01	0.1903722	-6.015593	0.03661915	NM_207113	SLC37A3
A_33_P3350778	9.50e-01	8.51e-01	0.190356	-6.015596	0.05506173	NM_198535	ZNF699
A_21_P0001464	9.50e-01	8.51e-01	-0.1902399	-6.015618	-0.04556925	BI084121	XLOC_000697
A_33_P3412320	9.50e-01	8.51e-01	0.1902394	-6.015618	0.05489927	NR_024409	LOC100128164
A_24_P135579	9.50e-01	8.51e-01	-0.1902089	-6.015624	-0.07492199		
A_21_P0005501	9.50e-01	8.51e-01	-0.1902076	-6.015624	-0.06768176	BC034312	XLOC_006483
A_24_P68088	9.50e-01	8.51e-01	-0.1901815	-6.015629	-0.02631343	NR_002947	TCAM1P
A_33_P3324884	9.50e-01	8.51e-01	-0.1901405	-6.015637	-0.06139691	NM_022765	MICAL1
A_33_P3356332	9.50e-01	8.51e-01	-0.190139	-6.015637	-0.0538339		
A_21_P0007936	9.50e-01	8.51e-01	-0.1900841	-6.015647	-0.09751528		XLOC_010377
A_21_P0003504	9.50e-01	8.51e-01	-0.190064	-6.015651	-0.0423096	BG208976	XLOC_004076
A_21_P0006638	9.50e-01	8.51e-01	-0.1900254	-6.015658	-0.02423514	BX101064	XLOC_008347
A_21_P0014718	9.50e-01	8.51e-01	0.1900027	-6.015663	0.03490546	XR_112618	PACRGL
A_21_P0004108	9.50e-01	8.51e-01	0.1898934	-6.015683	0.05080031		XLOC_004747
A_21_P0008664	9.50e-01	8.51e-01	-0.1898521	-6.015691	-0.10677346	BX538250	SCARNA15
A_21_P0004363	9.50e-01	8.51e-01	-0.1898503	-6.015691	-0.01432095		XLOC_004727
A_21_P0013930	9.50e-01	8.51e-01	-0.1898082	-6.015699	-0.02656513	XM_002342390	LOC100287852
A_33_P3324552	9.50e-01	8.51e-01	0.1897646	-6.015707	0.04982526		
A_23_P103765	9.50e-01	8.51e-01	0.1896779	-6.015723	0.01633047	NM_002001	FCER1A
A_33_P3340114	9.50e-01	8.51e-01	-0.1896483	-6.015729	-0.04910784		
A_33_P3301485	9.50e-01	8.51e-01	-0.1895789	-6.015742	-0.03349715		GGA1
A_33_P3246198	9.51e-01	8.51e-01	0.1894862	-6.015759	0.03269189	NM_001010912	C10orf120
A_33_P3331346	9.51e-01	8.51e-01	-0.1894185	-6.015771	-0.0385342	NM_173547	TRIM65
A_21_P0007520	9.51e-01	8.51e-01	-0.1894135	-6.015772	-0.06256669		XLOC_009639
A_33_P3724750	9.51e-01	8.51e-01	-0.1894129	-6.015772	-0.11288994	BC014063	
A_33_P3229022	9.51e-01	8.51e-01	-0.1893672	-6.015781	-0.03838481		
A_23_P57248	9.51e-01	8.51e-01	0.1893579	-6.015783	0.03520944	NM_001145350	C20orf173
A_21_P0010929	9.51e-01	8.52e-01	0.1892786	-6.015797	0.0285883		XLOC_l2_001772
A_33_P3891747	9.51e-01	8.52e-01	0.189264	-6.0158	0.0742569	AK095403	LOC284072
A_23_P1387	9.51e-01	8.52e-01	-0.1892336	-6.015806	-0.07017074	NM_032900	ARHGAP19
A_21_P0007127	9.51e-01	8.52e-01	0.1891743	-6.015817	0.05684442	AK091141	XLOC_009192
A_23_P123265	9.51e-01	8.52e-01	-0.1890267	-6.015844	-0.03645477	NM_015411	SUMF2
A_33_P3283626	9.51e-01	8.52e-01	0.1889429	-6.01586	0.09673274	AK289844	RNPC3
A_23_P108554	9.51e-01	8.52e-01	0.1888217	-6.015882	0.02191149	NM_004939	DDX1
A_21_P0003930	9.51e-01	8.52e-01	0.1888028	-6.015886	0.0440612		XLOC_004577
A_19_P00321190	9.51e-01	8.52e-01	0.1887924	-6.015888	0.05333822		Q81CU5
A_33_P3420224	9.51e-01	8.52e-01	-0.1887707	-6.015892	-0.09611291	NM_001033113	ENTPD8
A_21_P0010624	9.51e-01	8.52e-01	0.1887278	-6.0159	0.03146398		XLOC_l2_000941
A_23_P56787	9.51e-01	8.52e-01	0.1887255	-6.0159	0.04621053	NM_130773	CNTNAP5
A_33_P3228807	9.51e-01	8.52e-01	-0.1886992	-6.015905	-0.06546441	NM_001173476	SPEG
A_33_P3360167	9.51e-01	8.52e-01	0.1886443	-6.015915	0.11083537	NM_001004731	OR5AU1
A_21_P0006013	9.51e-01	8.52e-01	0.188631	-6.015918	0.01350244	BG216930	XLOC_007372
A_24_P341187	9.51e-01	8.52e-01	-0.1885991	-6.015924	-0.08392559	NM_020944	GBA2
A_24_P936010	9.51e-01	8.52e-01	0.1885823	-6.015927	0.08620251	AY358253	
A_33_P3227443	9.51e-01	8.52e-01	0.1885675	-6.01593	0.04077227	NM_175900	C16orf54
A_21_P0007910	9.51e-01	8.52e-01	-0.1885624	-6.01593	-0.0569535	AJ412054	XLOC_010390
A_21_P0008319	9.51e-01	8.52e-01	0.1885392	-6.015935	0.01364229		XLOC_010799
A_21_P0008352	9.51e-01	8.52e-01	0.1884875	-6.015944	0.08510106		XLOC_010859
A_33_P3413083	9.51e-01	8.52e-01	0.1884317	-6.015955	0.03672376	NM_005614	RHEB
A_33_P3280099	9.51e-01	8.52e-01	0.1883585	-6.015968	0.08066455		CACNA1B
A_23_P126167	9.51e-01	8.52e-01	0.1883411	-6.015971	0.07921328	NM_002249	KCNN3
A_21_P0010969	9.51e-01	8.52e-01	0.1882451	-6.015989	0.01314985		XLOC_l2_002276
A_21_P0000916	9.51e-01	8.52e-01	0.1882141	-6.015995	0.05486865	BC043254	XLOC_000360
A_24_P383330	9.51e-01	8.52e-01	0.1882038	-6.015997	0.06591368		
A_33_P3238461	9.51e-01	8.52e-01	0.1881204	-6.016012	0.02392385		
A_33_P3235147	9.51e-01	8.52e-01	0.1881139	-6.016014	0.11080433	NM_005221	DLX5
A_33_P3220833	9.51e-01	8.52e-01	0.1881018	-6.016016	0.0372723	NM_002577	PAK2
A_33_P3372722	9.51e-01	8.52e-01	0.188098	-6.016016	0.05162062		
A_23_P203658	9.51e-01	8.52e-01	-0.1880887	-6.016018	-0.0368181	NM_007166	PICALM
A_23_P16562	9.51e-01	8.53e-01	0.187954	-6.016043	0.04032962	NM_001017392	SUGP2
A_33_P3380056	9.51e-01	8.53e-01	-0.1878671	-6.016059	-0.07805593	NM_001198807	C9orf30
A_23_P170608	9.51e-01	8.53e-01	-0.1877777	-6.016076	-0.0698103	NM_022117	TSPYL2
A_23_P395954	9.51e-01	8.53e-01	0.1877538	-6.01608	0.08816542	AB072358	SSH2
A_21_P0004699	9.51e-01	8.53e-01	0.1877408	-6.016082	0.04969653		XLOC_005523
A_21_P0005156	9.51e-01	8.53e-01	-0.1876936	-6.016091	-0.05629776		XLOC_005621
A_33_P3356182	9.51e-01	8.53e-01	0.1876483	-6.016099	0.09189458		
A_33_P3270514	9.51e-01	8.53e-01	-0.1876385	-6.016101	-0.08048035	NR_003679	NBLA00301
A_23_P207367	9.51e-01	8.53e-01	-0.187629	-6.016103	-0.08953815	NM_003152	STAT5A
A_23_P251785	9.51e-01	8.53e-01	0.1876257	-6.016104	0.05006908	NM_024561	NAA16
A_33_P3231750	9.51e-01	8.53e-01	-0.1876128	-6.016106	-0.04685945	NR_027130	ZNF738
A_24_P96593	9.51e-01	8.53e-01	-0.1875729	-6.016113	-0.04050898	NM_005665	EVI5
A_23_P138168	9.51e-01	8.53e-01	0.1875714	-6.016114	0.04620019	NM_001839	CNN3
A_33_P3313640	9.51e-01	8.53e-01	0.1875643	-6.016115	0.08232924		
A_33_P3420816	9.51e-01	8.53e-01	0.1875197	-6.016123	0.10518161	NM_001492	GDF1
A_23_P1505	9.51e-01	8.53e-01	0.187508	-6.016125	0.05072013	NM_002335	LRP5
A_21_P0010320	9.51e-01	8.53e-01	0.1875063	-6.016126	0.0993871		XLOC_014057
A_21_P0004300	9.51e-01	8.53e-01	0.1875026	-6.016126	0.04414382		XLOC_004562
A_21_P0004543	9.51e-01	8.53e-01	-0.1873942	-6.016146	-0.07404025		XLOC_004669
A_21_P0005497	9.51e-01	8.53e-01	-0.1873495	-6.016155	-0.03854609		XLOC_006441
A_33_P3282241	9.51e-01	8.53e-01	0.1872582	-6.016171	0.05826257	NM_001005496	OR5D16
A_33_P3510837	9.51e-01	8.53e-01	-0.1871941	-6.016183	-0.06958944	AK096443	
A_21_P0008050	9.51e-01	8.53e-01	0.1871761	-6.016186	0.08278934		XLOC_010350
A_21_P0002812	9.51e-01	8.53e-01	-0.1871416	-6.016193	-0.0264711		XLOC_002941
A_21_P0011969	9.51e-01	8.53e-01	-0.1871401	-6.016193	-0.06103256		XLOC_l2_008275
A_21_P0008022	9.51e-01	8.53e-01	0.1871098	-6.016199	0.01318073		XLOC_010733
A_33_P3327522	9.51e-01	8.53e-01	0.1870841	-6.016203	0.04332809	CU680799	
A_21_P0014132	9.51e-01	8.53e-01	-0.1870704	-6.016206	-0.05733473	XR_108528	LOC100505787
A_24_P175427	9.51e-01	8.53e-01	-0.1870486	-6.01621	-0.0554274	NM_199177	MRRF
A_33_P3315243	9.51e-01	8.53e-01	0.1870237	-6.016215	0.08982483	NM_001164257	C17orf72
A_23_P320021	9.51e-01	8.53e-01	0.1869944	-6.01622	0.07863913	NM_003322	TULP1
A_19_P00322228	9.51e-01	8.53e-01	0.1869842	-6.016222	0.07336272		Q8RQM5
A_33_P3238290	9.51e-01	8.53e-01	-0.1869812	-6.016222	-0.17110597	NM_080829	FAM65C
A_23_P142724	9.51e-01	8.53e-01	-0.1869728	-6.016224	-0.02023325	NM_000998	RPL37A
A_23_P114144	9.51e-01	8.53e-01	-0.1868521	-6.016246	-0.05168149	NM_014008	CCDC22
A_21_P0000891	9.51e-01	8.54e-01	0.1866967	-6.016275	0.05159149	NR_040047	LOC100507495
A_32_P195401	9.51e-01	8.54e-01	0.1866688	-6.01628	0.04877787	NM_173511	FAM117B
A_21_P0003508	9.51e-01	8.54e-01	0.1865998	-6.016292	0.05780076		XLOC_004083
A_32_P176594	9.51e-01	8.54e-01	0.1865972	-6.016293	0.05614384	NM_020950	KIAA1614
A_23_P117298	9.51e-01	8.54e-01	-0.1865041	-6.01631	-0.06514137	NM_000131	F7
A_33_P3389649	9.51e-01	8.54e-01	-0.1864894	-6.016313	-0.06256708	NM_001197218	PDE4D
A_24_P229531	9.51e-01	8.54e-01	0.1864886	-6.016313	0.08532052	NM_001031716	OBFC2A
A_23_P68240	9.51e-01	8.54e-01	0.1864616	-6.016318	0.12004245	NM_207328	GPAT2
A_21_P0007558	9.51e-01	8.54e-01	0.1864102	-6.016327	0.07641019		XLOC_009752
A_21_P0002491	9.51e-01	8.54e-01	0.1861984	-6.016366	0.03135641		XLOC_002264
A_21_P0005266	9.51e-01	8.54e-01	-0.1861909	-6.016367	-0.0689889	CB158131	XLOC_006273
A_23_P106822	9.51e-01	8.54e-01	-0.1861598	-6.016373	-0.05080425	NM_014062	NOB1
A_21_P0006669	9.51e-01	8.54e-01	-0.1861386	-6.016377	-0.05692608		XLOC_008447
A_21_P0009235	9.51e-01	8.54e-01	0.1860628	-6.016391	0.0942243		XLOC_012167
A_21_P0002807	9.51e-01	8.54e-01	0.1860585	-6.016391	0.07796767	AA629885	XLOC_002924
A_21_P0005040	9.51e-01	8.54e-01	0.1859665	-6.016408	0.08943757		XLOC_005780
A_21_P0006541	9.51e-01	8.54e-01	-0.1859406	-6.016413	-0.08049852		XLOC_008198
A_23_P48414	9.51e-01	8.54e-01	0.1859296	-6.016415	0.12556728	NM_003914	CCNA1
A_33_P3422035	9.51e-01	8.54e-01	0.1859118	-6.016418	0.07417844	AF177940	FXYD5
A_21_P0001993	9.51e-01	8.54e-01	-0.185898	-6.016421	-0.07485981	XR_109907	XLOC_001952
A_23_P253350	9.51e-01	8.54e-01	0.1858397	-6.016431	0.10653462	NM_020130	C8orf4
A_21_P0009155	9.51e-01	8.54e-01	-0.185797	-6.016439	-0.0840632	XR_109412	FLJ44342
A_23_P38446	9.51e-01	8.54e-01	0.1857184	-6.016454	0.03734219	NM_021137	TNFAIP1
A_21_P0006046	9.51e-01	8.54e-01	-0.18568	-6.016461	-0.02244643		XLOC_007538
