ID	adj.P.Val	P.Value	t	B	logFC	GB_ACC	GENE_SYMBOL
A_23_P51311	0.646	0.309	-1.0404451	-5.513322	-0.10832279	NM_001010857	LELP1
A_23_P112548	0.647	0.31	-1.0381396	-5.51557	-0.65149637	NM_031219	HDHD3
A_33_P3368755	0.647	0.31	1.0370459	-5.516634	0.80028943	NM_173523	MAGEB6
A_23_P121657	0.649	0.312	-1.0329979	-5.520566	-0.43275169	NM_005114	HS3ST1
A_23_P1819	0.65	0.313	-1.0322806	-5.521262	-0.3573834	NM_012378	OR8B8
A_23_P416666	0.65	0.313	1.0320907	-5.521446	0.39358869	NM_032602	GJA10
A_23_P72989	0.65	0.314	1.0292799	-5.524165	0.21099477	NM_005508	CCR4
A_23_P50121	0.651	0.315	1.0270991	-5.526271	0.21152282	NM_005912	MC4R
A_33_P3318631	0.652	0.316	1.0254854	-5.527826	0.15329745	NM_001005482	OR5H2
A_33_P3303945	0.652	0.317	-1.0231913	-5.530034	-0.36160234	NM_001005175	OR52N4
A_23_P258814	0.653	0.318	-1.0215081	-5.53165	-0.2378728	NM_080750	DPH3P1
A_23_P5568	0.653	0.318	-1.0207116	-5.532415	-0.36113261	NM_032740	SFT2D3
A_23_P363954	0.653	0.318	1.0198991	-5.533194	0.45538639	NM_003251	THRSP
A_33_P3391285	0.653	0.319	-1.0195532	-5.533525	-0.09785519	NM_001005243	OR9K2
A_33_P3243118	0.654	0.319	1.0188242	-5.534223	0.33733717	NM_001004704	OR4C6
A_32_P196193	0.654	0.319	1.0178376	-5.535168	0.23400244	NM_198504	PAQR9
A_24_P115932	0.656	0.321	1.0140071	-5.538826	0.59946446	NM_004778	PTGDR2
A_23_P73747	0.656	0.321	-1.0136873	-5.539131	-0.34881146	NM_014782	ARMCX2
A_33_P3290729	0.656	0.322	1.0130577	-5.539731	0.12302139	NM_005604	POU3F2
A_33_P3331491	0.656	0.322	-1.0130327	-5.539754	-0.29487027	NM_001162371	LOC728392
A_23_P91035	0.657	0.324	1.0076845	-5.544837	0.13203666	NM_001003937	TSPYL6
A_33_P3345011	0.658	0.324	1.0071104	-5.545381	0.39674556	NM_178525	ACTL9
A_23_P31376	0.658	0.325	1.0061804	-5.546261	0.44903805	NM_018334	LRRN3
A_23_P161983	0.658	0.325	-1.0061568	-5.546284	-0.50451231	NM_054032	MRGPRX4
A_33_P3250745	0.658	0.325	1.006145	-5.546295	0.1221411	NM_001017930	DCAF8L1
A_24_P383019	0.658	0.325	1.0059806	-5.546451	0.23238718	NM_181599	KRTAP13-1
A_32_P902957	0.658	0.325	1.0052263	-5.547164	0.32411855	NM_138450	ARL11
A_24_P398691	0.659	0.326	-1.004208	-5.548127	-0.47845172	NM_032859	ABHD13
A_33_P3406836	0.659	0.326	1.0033494	-5.548938	0.41344841	NM_000866	HTR1F
A_33_P3280561	0.659	0.326	1.0027772	-5.549478	0.14358998	NM_001146182	KRTAP16-1
A_23_P19576	0.659	0.327	-1.0018628	-5.550341	-0.15561691	NM_031287	SF3B5
A_24_P165864	0.66	0.327	1.0016381	-5.550553	0.30959456	NM_014879	P2RY14
A_23_P36050	0.66	0.327	1.000958	-5.551194	0.37501547	NM_001005202	OR8K3
A_23_P65068	0.661	0.328	0.9994188	-5.552643	0.29547863	NM_001008394	EID3
A_33_P3538688	0.661	0.329	0.9981905	-5.553798	0.2160741	CD243491	HIST2H4A
A_33_P3255706	0.663	0.331	0.9930412	-5.558626	0.09391601	NM_001005184	OR6K6
A_23_P217554	0.665	0.333	0.9882295	-5.563117	0.27910482	NM_005364	MAGEA8
A_23_P96087	0.665	0.333	-0.9881299	-5.56321	-0.43637637	NM_006026	H1FX
A_23_P214727	0.665	0.333	0.9879025	-5.563421	0.64911169	NM_030784	GPR63
A_24_P225679	0.665	0.334	0.9872827	-5.563998	0.36578283	NM_005544	IRS1
A_23_P139050	0.666	0.334	0.9856957	-5.565474	0.36868789	NM_001002918	OR8D2
A_33_P3272614	0.666	0.335	-0.9854664	-5.565687	-0.34547424	NM_014811	PPP1R26
A_23_P145024	0.666	0.335	-0.9847042	-5.566394	-0.39180358	NM_000024	ADRB2
A_23_P59783	0.667	0.336	0.9827462	-5.56821	0.11875153	NM_001001659	OR2A14
A_24_P3783	0.667	0.336	-0.9823731	-5.568556	-0.28978171	NM_003521	HIST1H2BM
A_33_P3237210	0.667	0.337	0.9813185	-5.569532	0.31241802	AF445025	SLC35A4
A_33_P3345086	0.668	0.338	0.9785547	-5.572086	0.23303495	NM_021057	IFNA7
A_33_P3331952	0.669	0.338	0.9776049	-5.572962	0.41879744	NM_001004689	OR2M3
A_24_P940897	0.669	0.339	0.9767541	-5.573747	0.17474441	NM_030883	OR2H1
A_33_P3373358	0.67	0.34	0.975169	-5.575206	0.21356229	NM_005497	GJC1
A_24_P153568	0.671	0.341	0.9717705	-5.578327	0.17856611	NM_001039396	MPEG1
A_21_P0000762	0.672	0.342	0.9693422	-5.580552	0.22562021	NR_038321	OR51B5
A_33_P3283147	0.675	0.347	-0.9609975	-5.588157	-0.07934727	NM_001005245	OR5M11
A_23_P370054	0.675	0.347	0.9602316	-5.588852	0.35772112	NM_173699	MAGEB18
A_23_P395582	0.675	0.347	0.9599814	-5.589078	0.88558748	NM_174900	ZFP42
A_32_P209230	0.677	0.349	-0.9555343	-5.593103	-0.18474943	NM_133467	CITED4
A_23_P133814	0.678	0.35	0.9531516	-5.595252	0.23868122	NM_003531	HIST1H3C
A_24_P356601	0.678	0.351	-0.9527737	-5.595592	-0.21981605	NM_006460	HEXIM1
A_33_P3251430	0.678	0.351	-0.9523285	-5.595993	-0.32183594	NM_003489	NRIP1
A_33_P3386364	0.678	0.351	-0.9520056	-5.596284	-0.23932709	NM_022725	FANCF
A_33_P3366589	0.679	0.353	0.9486414	-5.599306	0.36187488	NM_001005181	OR56B4
A_23_P99080	0.679	0.353	0.9485157	-5.599419	0.52197338	NM_023920	TAS2R13
A_23_P94647	0.679	0.353	0.9482073	-5.599695	0.49206615	NM_001005234	OR1L3
A_24_P338788	0.68	0.353	0.9471842	-5.600612	0.85314305	NM_145203	CSNK1A1L
A_33_P3225978	0.68	0.354	0.9457761	-5.601873	0.38471421	NM_001001966	OR14A16
A_24_P76649	0.681	0.355	0.9445604	-5.602959	0.32099941	NM_198281	GPRIN3
A_23_P71926	0.682	0.355	0.9429925	-5.604359	0.42352617	NM_002732	PRKACG
A_33_P3380472	0.682	0.356	-0.942764	-5.604563	-0.25237051	NM_032554	HCAR1
A_24_P226069	0.682	0.356	0.9411889	-5.605967	0.47991657	NM_031950	FGFBP2
A_23_P30200	0.683	0.357	0.9392322	-5.607707	0.49344576	NM_020957	PCDHB16
A_32_P164246	0.684	0.358	0.9382718	-5.608561	0.46359072	NM_033260	FOXQ1
A_23_P120982	0.684	0.359	-0.9358841	-5.610678	-0.34807017	NM_006071	PKDREJ
A_23_P59069	0.685	0.359	0.935796	-5.610756	0.26052131	NM_003527	HIST1H2BO
A_33_P3383856	0.685	0.36	0.934886	-5.611562	0.27090363	NM_080701	TREX2
A_33_P3220437	0.685	0.36	0.9339389	-5.6124	0.37374271	NM_001167942	TNFAIP8L1
A_33_P3384902	0.686	0.361	0.932916	-5.613304	0.17758909	NM_001005188	OR6X1
A_33_P3346529	0.686	0.361	0.932373	-5.613783	0.4280592	NM_001004698	OR2W5
A_33_P3263217	0.686	0.361	-0.9318648	-5.614232	-0.52901752	NM_022143	LRRC4
A_23_P1083	0.687	0.362	-0.9301813	-5.615716	-0.4217475	NM_002060	GJA4
A_33_P3251841	0.687	0.363	0.9289338	-5.616814	0.39112462	NM_032160	DSEL
A_33_P3312730	0.688	0.363	0.9277154	-5.617885	0.37971447	NM_177455	BHLHA15
A_33_P3321170	0.688	0.364	0.9267131	-5.618765	0.30048494	AK311734	TMEM177
A_24_P162454	0.69	0.366	0.9215458	-5.62329	0.42568053	NM_001042506	PABPC1L2B
A_23_P153524	0.69	0.367	-0.9208183	-5.623925	-0.18726717	NM_018111	C19orf73
A_23_P127352	0.69	0.367	0.9204568	-5.62424	0.2972502	NM_198923	MRGPRD
A_23_P122532	0.691	0.368	-0.9175028	-5.626813	-0.27373291	NM_021184	C6orf47
A_23_P163025	0.691	0.369	0.9161662	-5.627975	0.13535283	NM_002935	RNASE3
A_23_P205531	0.693	0.371	-0.9118401	-5.631725	-0.39087631	NM_002937	RNASE4
A_33_P3351851	0.693	0.371	0.9114585	-5.632054	0.29421082	NM_003546	HIST1H4L
A_23_P86470	0.693	0.372	-0.9112569	-5.632229	-0.81019058	NM_003956	CH25H
A_33_P3420611	0.694	0.372	0.909737	-5.633541	0.333617	NM_001004707	OR4D2
A_33_P3225106	0.695	0.374	-0.9060149	-5.636747	-0.16585689	AJ278615	SLITRK2
A_23_P395534	0.695	0.375	0.9055355	-5.637159	0.29192653	NM_006511	RSC1A1
A_24_P263956	0.695	0.375	-0.905515	-5.637177	-0.18681733	NM_001136262	ATXN7L3B
A_23_P64721	0.696	0.376	-0.9033233	-5.639058	-0.28929749	NM_006018	HCAR3
A_33_P3337267	0.696	0.376	0.9032583	-5.639114	0.25786544	NM_001004354	NRARP
A_23_P65472	0.697	0.376	0.9022896	-5.639944	0.08938771	NM_145250	RNASE11
A_23_P111041	0.697	0.377	-0.9017278	-5.640425	-0.21678189	NM_003525	HIST1H2BI
A_24_P222890	0.698	0.378	0.8993732	-5.642437	0.11587303	NM_032266	C2orf16
A_23_P3312	0.699	0.38	0.894274	-5.64678	0.49730294	NM_005545	ISLR
A_33_P3334308	0.699	0.38	0.8942595	-5.646792	0.23244707	NM_007157	ZXDB
A_23_P64525	0.699	0.38	0.8941511	-5.646884	0.20027402	NM_000536	RAG2
A_23_P87104	0.699	0.381	0.8939482	-5.647056	0.37488877	NM_001004746	OR5T2
A_23_P16110	0.699	0.381	-0.8932859	-5.647618	-0.21625077	NM_001079935	OR7E24
A_33_P3329592	0.7	0.381	0.8925042	-5.648281	0.15127514	NM_212550	BLOC1S3
A_23_P125809	0.7	0.382	-0.8916376	-5.649016	-0.30414533	NM_173798	ZCCHC12
A_24_P20873	0.701	0.383	0.8883786	-5.651771	0.30696081	NM_003495	HIST1H4I
A_33_P3334292	0.702	0.385	0.8858201	-5.653928	0.36354539	AK123006	PPIAL4G
A_23_P146187	0.703	0.385	-0.8847573	-5.654822	-0.18936401	NM_015169	RRS1
A_23_P137909	0.704	0.386	0.8828081	-5.65646	0.14194455	NM_003493	HIST3H3
A_24_P220472	0.704	0.387	-0.8817001	-5.657389	-0.43056719	NM_181727	SPATA12
A_23_P55649	0.705	0.388	0.8797785	-5.658998	0.40496572	NM_001462	FPR2
A_23_P388871	0.705	0.388	-0.8794271	-5.659292	-0.4987226	NM_175054	HIST4H4
A_33_P3332292	0.706	0.389	0.8780705	-5.660426	0.11273466	NM_001024822	RNASE12
A_33_P3214520	0.707	0.391	0.8745542	-5.663356	0.35072125	NM_001101338	ZNF883
A_23_P157920	0.707	0.391	0.873914	-5.663889	0.25230605	NM_002173	IFNA16
A_23_P151791	0.708	0.393	-0.8704674	-5.666749	-0.4451007	NM_181657	LTB4R
A_23_P114307	0.708	0.393	0.8703889	-5.666814	0.56404244	NM_002565	P2RY4
A_23_P42963	0.708	0.393	0.8699403	-5.667185	0.10394133	NM_139175	RNF133
A_23_P705	0.709	0.395	0.8676177	-5.669105	0.1144052	NM_001004472	OR10R2
A_23_P203972	0.709	0.395	-0.8664151	-5.670098	-0.62787612	NM_007197	FZD10
A_23_P93282	0.71	0.396	0.8640431	-5.672051	0.40527062	NM_003535	HIST1H3J
A_23_P359746	0.711	0.397	-0.8631878	-5.672754	-0.11755898	NM_176817	TAS2R38
A_23_P323685	0.711	0.397	0.8628217	-5.673055	0.28008822	NM_003543	HIST1H4H
A_24_P357386	0.711	0.397	0.8624874	-5.67333	0.66607868	NM_181622	KRTAP13-3
A_23_P346291	0.712	0.399	0.8601501	-5.675246	0.49104772	NM_018969	GPR173
A_23_P329924	0.713	0.4	0.85742	-5.677479	0.32966912	NM_177551	HCAR2
A_21_P0010562	0.713	0.4	-0.857172	-5.677682	-0.50799653	NR_027002	LOC388692
A_23_P436281	0.713	0.4	0.8570788	-5.677758	0.38823924	NM_001034077	HIST2H4B
A_23_P33809	0.713	0.401	-0.856282	-5.678408	-0.17858049	NM_018285	IMP3
A_33_P3405114	0.714	0.401	0.854929	-5.679511	0.33588798	NM_198573	ENHO
A_23_P354288	0.715	0.402	0.8531732	-5.680939	0.66592142	NM_153606	FAM71A
A_33_P3218659	0.715	0.403	0.8521895	-5.681739	0.22864967	NM_001004723	OR4N2
A_23_P385835	0.716	0.403	0.8517477	-5.682097	0.23815097	NM_018971	GPR27
A_23_P140362	0.716	0.404	-0.8503852	-5.683202	-0.36505098	NM_018228	VRTN
A_23_P326303	0.716	0.404	0.850379	-5.683207	0.36134274	NM_031936	GPR61
A_24_P57898	0.717	0.405	0.8490525	-5.684282	0.53441305	NM_080606	BHLHE23
A_23_P301247	0.718	0.406	-0.845734	-5.686962	-0.2280555	NM_003517	HIST2H2AC
A_24_P39639	0.718	0.407	0.8454161	-5.687218	0.1941684	NM_058219	EXOSC6
A_33_P3390327	0.719	0.407	-0.8440008	-5.688358	-0.289135	NM_001005183	OR6C76
A_23_P141665	0.719	0.408	-0.8429328	-5.689217	-0.35917666	NM_014565	OR1A1
A_33_P3289701	0.719	0.408	-0.8425324	-5.689539	-0.24232204	NM_001004692	OR2T12
A_33_P3262276	0.72	0.409	-0.8407881	-5.690939	-0.34107903	NM_001005280	OR10A7
A_23_P133236	0.72	0.409	0.8407645	-5.690957	0.447974	NM_018934	PCDHB14
A_24_P55295	0.72	0.409	0.8402138	-5.691399	0.26367803	NM_000165	GJA1
A_23_P399864	0.721	0.411	0.8375708	-5.693514	0.15795192	NM_001145346	RBMXL3
A_33_P3324495	0.722	0.411	-0.8368307	-5.694105	-0.17180209	NM_173832	ZFP41
A_23_P115683	0.722	0.412	-0.8357349	-5.694979	-0.18212739	NM_024747	HPS6
A_33_P3331966	0.722	0.412	0.8356003	-5.695086	0.25806163	NM_017504	OR2M4
A_33_P3423504	0.723	0.413	0.8343555	-5.696078	0.31922841	XM_001719394	MAGEB17
A_23_P12784	0.724	0.414	0.8310056	-5.698739	0.21347621	NM_012083	FRAT2
A_33_P3293763	0.725	0.415	0.8298497	-5.699656	0.3743394	NM_198689	KRTAP10-7
A_33_P3418527	0.725	0.415	-0.8298181	-5.699681	-0.48022506	NM_001004461	OR10A6
A_33_P3313065	0.725	0.415	0.8292817	-5.700105	0.46355761	NM_001001923	OR5C1
A_23_P337867	0.726	0.417	-0.8271997	-5.701751	-0.24207929	NM_176883	TAS2R41
A_23_P127978	0.726	0.417	0.8257361	-5.702906	0.21454704	NM_138706	B3GNT6
A_33_P3380502	0.726	0.417	0.8255862	-5.703024	0.11278886	NM_001146265	GPR85
A_23_P125286	0.726	0.418	0.8246888	-5.703731	0.31555513	NM_012375	OR52A1
A_32_P16918	0.726	0.418	0.8243172	-5.704024	0.15633383	NM_019596	C21orf62
A_23_P31798	0.727	0.42	-0.8215315	-5.706213	-0.32505391	NM_000015	NAT2
A_23_P256158	0.727	0.42	-0.8212977	-5.706396	-0.36212341	NM_000683	ADRA2C
A_33_P3225535	0.728	0.421	0.8191793	-5.708056	0.36196949	NM_001004476	OR10K2
A_23_P92730	0.729	0.421	0.8184039	-5.708662	0.49938262	NM_006308	HSPB3
A_23_P404685	0.729	0.422	0.8183459	-5.708708	0.27156598	NM_178348	LCE1A
A_24_P397584	0.729	0.422	-0.8176905	-5.70922	-0.30683453	NM_003192	TBCC
A_33_P3213144	0.73	0.423	-0.8155155	-5.710917	-0.21182257	NM_001004700	OR4C11
A_23_P358564	0.73	0.423	0.8153381	-5.711055	0.35377641	NM_153216	POU5F2
A_33_P3236568	0.73	0.423	0.8151469	-5.711204	0.66965438	NM_178430	LCE2D
A_23_P20101	0.732	0.425	-0.8116118	-5.713951	-0.32239284	NM_016944	TAS2R4
A_23_P63521	0.732	0.426	0.8098029	-5.715353	0.74849096	NM_178429	LCE2C
A_33_P3210798	0.733	0.427	0.8082683	-5.71654	0.23472319	NM_001146033	OR56A5
A_23_P103276	0.733	0.427	-0.8079474	-5.716788	-0.31373779	NM_138417	KTI12
A_33_P3230189	0.735	0.429	0.8051599	-5.718937	0.22687865	NM_032229	SLITRK6
A_23_P360924	0.735	0.43	-0.8027265	-5.720808	-0.81640408	NM_012131	CLDN17
A_33_P3367301	0.736	0.432	-0.7996536	-5.723162	-0.33767358	NM_152219	GJD3
A_33_P3352958	0.737	0.433	-0.7977727	-5.724599	-0.27758928	NM_001164638	ENDOV
A_23_P376114	0.737	0.433	-0.7974928	-5.724813	-0.2111781	NM_176887	TAS2R46
A_33_P3286196	0.737	0.433	0.7974095	-5.724877	0.41935034	NM_033032	KRTAP2-2
A_24_P216681	0.737	0.433	-0.7972426	-5.725004	-0.20325006	NM_032881	LSM10
A_23_P42397	0.737	0.433	-0.797152	-5.725073	-0.15935518	NM_153362	PRSS35
A_33_P3316470	0.737	0.434	0.7969646	-5.725216	0.37996502	NM_001005281	OR6B1
A_33_P3313366	0.739	0.437	0.7918428	-5.729109	0.12759474	NM_001005226	OR2B3
A_33_P3274955	0.74	0.437	0.7914771	-5.729386	0.11768958	NM_032136	TKTL2
A_33_P3256868	0.74	0.437	-0.7914595	-5.7294	-0.18718643	NM_001242531	ZNF83
A_23_P25566	0.74	0.437	-0.7914279	-5.729423	-0.24458792	NM_004951	GPR183
A_23_P207537	0.74	0.438	-0.7900801	-5.730444	-0.29679408	NM_007026	DUSP14
A_33_P3336103	0.741	0.438	-0.7887805	-5.731426	-0.14702588	NM_032862	TIGD5
A_33_P3267769	0.741	0.439	0.787485	-5.732403	0.09787462	NM_001001914	OR2G3
A_33_P3384202	0.741	0.439	-0.7873695	-5.73249	-0.21022848	NM_001005197	OR8D4
A_33_P3300858	0.741	0.439	0.7868221	-5.732903	0.35395896	NM_001005201	OR8H3
A_23_P1973	0.741	0.44	0.7865742	-5.733089	0.2258498	NM_000525	KCNJ11
A_33_P3381092	0.742	0.441	-0.7847309	-5.734476	-0.22999071	NM_207374	OR10W1
A_33_P3306342	0.742	0.441	-0.7845236	-5.734632	-0.19665339	NM_001001922	OR52N5
A_33_P3385471	0.743	0.442	0.7830202	-5.73576	0.15185031	NM_001005512	OR4A47
A_33_P3357303	0.743	0.442	-0.7828979	-5.735852	-0.3453291	NM_001001960	OR5W2
A_33_P3314937	0.743	0.442	0.7824936	-5.736155	0.12219236	NM_033341	BIRC8
A_23_P141624	0.743	0.442	-0.7818227	-5.736657	-0.47708833	NM_030967	KRTAP1-1
A_33_P3265699	0.743	0.442	0.7814122	-5.736965	0.22480744	NM_001005515	OR5H15
A_33_P3354151	0.744	0.444	-0.7796485	-5.738283	-0.1043769	NM_016074	BOLA1
A_23_P111054	0.744	0.444	-0.7794313	-5.738445	-0.15175413	NM_021062	HIST1H2BB
A_23_P114405	0.744	0.444	-0.7792942	-5.738548	-0.23204086	NM_012286	MORF4L2
A_33_P3213408	0.745	0.445	0.7777606	-5.739691	0.34648646	NM_001004134	OR10AD1
A_33_P3218664	0.745	0.445	0.7773936	-5.739965	0.418649	NM_001004724	OR4N5
A_33_P3361991	0.746	0.447	0.7734402	-5.742902	0.41413093	NM_001001658	OR9A2
A_23_P154379	0.746	0.447	0.7733968	-5.742934	0.23023282	NM_003960	NAT8
A_23_P139250	0.747	0.448	0.7726748	-5.743469	0.09213855	NM_001005180	OR56B1
A_23_P122443	0.747	0.449	-0.7706125	-5.744994	-0.13992284	NM_005319	HIST1H1C
A_23_P165788	0.748	0.45	0.7691311	-5.746087	0.21428863	NM_001008489	PHOSPHO2
A_23_P171270	0.748	0.45	-0.7689744	-5.746203	-0.2833682	NM_001017991	H2AFB2
A_23_P146885	0.748	0.45	0.7680653	-5.746873	0.2986933	NM_018949	UTS2R
A_33_P3351052	0.749	0.451	-0.7660634	-5.748345	-0.28497802	NM_002699	POU3F1
A_33_P3299639	0.749	0.452	0.7658016	-5.748537	0.57213131	NM_001004454	OR1L8
A_33_P3272748	0.749	0.452	-0.7650633	-5.749079	-0.2069295	NM_001012975	RNASE10
A_24_P60680	0.749	0.452	0.7650268	-5.749106	0.35729216	NM_013941	OR10C1
A_32_P112910	0.749	0.452	0.7642242	-5.749694	0.31397566	NM_203412	UBL4B
A_33_P3317376	0.751	0.455	-0.7604614	-5.752445	-0.24861439	NM_001665	RHOG
A_23_P1602	0.751	0.456	-0.7584347	-5.753921	-0.25405138	NM_006779	CDC42EP2
A_33_P3424507	0.752	0.457	0.7568115	-5.755101	0.21748302	NM_001004752	OR51F1
A_23_P20139	0.753	0.459	0.7533506	-5.757608	0.13768822	NM_016943	TAS2R3
A_23_P50039	0.753	0.459	0.7527224	-5.758062	0.41454972	NM_005913	MC5R
A_23_P140342	0.753	0.459	-0.7522644	-5.758393	-0.15346213	NM_032135	FSCB
A_33_P3261595	0.754	0.46	0.7509719	-5.759325	0.11801574	NM_001004441	ANKRD34B
A_23_P92499	0.754	0.461	0.7503983	-5.759739	0.31482445	NM_003264	TLR2
A_33_P3289128	0.754	0.461	-0.7501875	-5.759891	-0.20683605	NM_001137601	ZBTB42
A_23_P90311	0.754	0.461	-0.7496755	-5.760259	-0.20033682	NM_182919	TICAM1
A_23_P150693	0.754	0.461	-0.7490339	-5.760721	-0.16647218	NM_014344	FJX1
A_23_P133739	0.755	0.462	0.7479464	-5.761502	0.74881652	NM_148959	HUS1B
A_33_P3265679	0.755	0.462	0.7474813	-5.761836	0.16210486	XR_112616	LOC389199
A_32_P150391	0.755	0.462	-0.7472124	-5.762029	-0.30365479	NM_001105520	C17orf100
A_33_P3305373	0.755	0.463	-0.7471201	-5.762095	-0.20641366	NM_001002907	OR8K1
A_33_P3349843	0.755	0.463	0.7465792	-5.762483	0.24921558		MGAT1
A_24_P235756	0.756	0.464	0.7450755	-5.763559	0.11780423	NM_030774	OR51E2
A_23_P135219	0.756	0.464	-0.7447951	-5.76376	-0.28013392	NM_005294	GPR21
A_24_P931443	0.757	0.466	-0.7416181	-5.766027	-0.42096694	NM_003485	GPR68
A_33_P3261636	0.758	0.468	0.7383877	-5.768323	0.17626142	NM_001004456	OR1M1
A_23_P2857	0.758	0.468	0.7380622	-5.768554	0.19258201	NM_031290	CCDC70
A_19_P00315506	0.759	0.469	-0.7363367	-5.769776	-0.21505648	NM_001162893	KIAA0040
A_24_P204819	0.759	0.469	0.7361105	-5.769936	0.16577785	NM_005840	SPRY3
A_33_P3367850	0.76	0.471	0.7335168	-5.771767	0.37255508	NM_000741	CHRM4
A_23_P13455	0.76	0.471	0.7334338	-5.771826	0.33051261	NM_001004749	OR51A7
A_33_P3281990	0.76	0.471	0.7328883	-5.77221	0.62337119	NM_001005168	OR52E8
A_33_P3270252	0.76	0.471	-0.7326684	-5.772365	-0.15746878	NM_001004450	OR1B1
A_23_P13195	0.76	0.471	-0.7325552	-5.772444	-0.14671792	NM_001002905	OR8G1
A_23_P150249	0.76	0.471	0.732321	-5.772609	0.30420506	NM_006848	CCDC85B
A_33_P3344414	0.76	0.472	-0.7312727	-5.773346	-0.10058274	NM_001004064	OR8J3
A_23_P78504	0.76	0.472	0.730441	-5.773931	0.33915697	NM_020903	USP29
A_24_P64233	0.761	0.473	0.729469	-5.774612	0.24079529	NM_000692	ALDH1B1
A_23_P87580	0.762	0.475	-0.7256711	-5.777269	-0.14024376	NM_012404	ANP32D
A_33_P3394380	0.763	0.476	-0.7250594	-5.777695	-0.08419992	NM_004857	AKAP5
A_33_P3328883	0.763	0.476	0.7249027	-5.777804	0.34808802	NM_001129895	HGC6.3
A_23_P81248	0.764	0.479	-0.7198763	-5.781296	-0.0978786	NM_005642	TAF7
A_23_P71774	0.765	0.479	-0.7188877	-5.78198	-0.25686933	NM_002176	IFNB1
A_33_P3299619	0.765	0.48	0.7180281	-5.782574	0.28295942	NM_001005236	OR1L1
A_33_P3407042	0.766	0.48	0.7171339	-5.783191	0.21261396	NM_080605	B3GALT6
A_23_P45361	0.767	0.482	0.7138549	-5.785448	0.21885185	NM_012084	GLUD2
A_23_P70445	0.767	0.483	0.7134505	-5.785725	0.23029771	NM_003532	HIST1H3E
A_23_P419624	0.768	0.485	-0.7103129	-5.787875	-0.18844384	NM_006698	BLCAP
A_24_P945181	0.768	0.486	-0.7086693	-5.788997	-0.33490183	NM_013286	RBM15B
A_23_P47125	0.768	0.486	0.708561	-5.789071	0.35821918	NM_153444	OR5P2
A_24_P97687	0.769	0.487	-0.7069896	-5.790141	-0.10905768	NM_000524	HTR1A
A_33_P3405763	0.769	0.487	-0.7069539	-5.790165	-0.24490582	NM_001039770	TMPPE
A_33_P3420635	0.769	0.487	0.7065504	-5.79044	0.28617518	NM_001004708	OR4D6
A_33_P3310189	0.769	0.488	0.7054002	-5.791222	0.54033544	NM_000684	ADRB1
A_33_P3297040	0.769	0.488	0.7053692	-5.791243	0.13878678	NM_021635	PBOV1
A_33_P3392698	0.769	0.488	0.7042804	-5.791981	0.26826586	NM_001012968	SPIN4
A_23_P111088	0.77	0.488	0.7039588	-5.792199	0.32548508	NM_033057	OR2B2
A_24_P148717	0.77	0.489	-0.7036629	-5.7924	-0.29751292	NM_001295	CCR1
A_33_P3365077	0.77	0.489	-0.7033805	-5.792591	-0.29653033	NM_001001915	OR2G2
A_33_P3252583	0.77	0.49	0.7013531	-5.793962	0.18478263	NM_001005211	OR9I1
A_33_P3263935	0.771	0.491	0.6996143	-5.795135	0.43592789	NM_001164434	KRTAP22-2
A_23_P33868	0.771	0.492	0.6985562	-5.795847	0.21362653	NM_005296	LPAR4
A_32_P345659	0.771	0.492	0.6984604	-5.795912	0.36994406	NM_194293	XIRP1
A_33_P3383271	0.773	0.494	0.6950106	-5.798227	0.06412819	NM_054104	OR6C3
A_23_P163173	0.773	0.494	0.6948097	-5.798361	0.18954409	NM_019839	LTB4R2
A_33_P3224290	0.773	0.495	0.6937803	-5.799049	0.21220306	NM_001004059	OR4S2
A_23_P25305	0.774	0.496	-0.6920601	-5.800198	-0.18079727	NM_004316	ASCL1
A_33_P3349334	0.774	0.496	0.6919153	-5.800294	0.12453819	NM_199421	SOCS4
A_23_P422071	0.775	0.497	-0.6894241	-5.801952	-0.1655739	NM_003782	B3GALT4
A_23_P14165	0.775	0.498	0.6886626	-5.802458	0.45023993	NM_005292	GPR18
A_23_P169207	0.776	0.498	0.6878689	-5.802984	0.21602125	NM_001001919	OR13C4
A_33_P3423335	0.776	0.499	-0.6866863	-5.803767	-0.14917056	NM_001005276	OR2AE1
A_23_P74449	0.776	0.499	-0.6866482	-5.803793	-0.19771975	NM_032756	HPDL
A_23_P107102	0.777	0.5	-0.68498	-5.804895	-0.07237855	NM_032559	KIF2B
A_24_P149713	0.777	0.501	0.6840298	-5.805522	0.19539827	NM_014007	ZBTB43
A_23_P14564	0.777	0.501	0.6839556	-5.805571	0.29912776	NM_003608	GPR65
A_33_P3312519	0.777	0.502	0.6826596	-5.806425	0.47989866	NM_001025231	KPRP
A_23_P428184	0.778	0.502	0.6819975	-5.80686	0.23768421	NM_021065	HIST1H2AD
A_23_P427014	0.778	0.503	-0.6806954	-5.807715	-0.50289088	NM_199328	CLDN8
A_33_P3365082	0.778	0.503	0.680531	-5.807823	0.36861519	NM_001013355	OR2G6
A_23_P202345	0.778	0.503	-0.6802519	-5.808006	-0.17743032	NM_032804	ADO
A_23_P126528	0.778	0.503	0.6802132	-5.808032	0.3191307	NM_005549	KCNA10
A_23_P310931	0.778	0.503	0.6801546	-5.80807	0.270785	NM_001841	CNR2
A_33_P3211864	0.779	0.505	0.6764389	-5.8105	0.17354345	NR_028407	ARMCX4
