ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8170024	0.3311386	0.177	-1.4384436	-5.84925	-0.28111161	SMIM10L2A	small integral membrane protein 10 like 2A
8131096	0.3324918	0.178	1.4345394	-5.85436	0.26050168	ELFN1	extracellular leucine rich repeat and fibronectin type III domain containing 1
8051573	0.3336015	0.179	1.4314335	-5.85841	0.75330054	CDC42EP3	CDC42 effector protein 3
7921362	0.3336823	0.179	-1.4310646	-5.8589	-0.20560821	OR6P1	olfactory receptor family 6 subfamily P member 1
7916584	0.333881	0.179	-1.4303635	-5.85981	-1.16528021	TACSTD2	tumor-associated calcium signal transducer 2
7970691	0.334244	0.179	-1.429349	-5.86113	-0.17755829	GPR12	G protein-coupled receptor 12
7946109	0.3344697	0.179	1.4285255	-5.86221	0.31053504	OR52E6	olfactory receptor family 52 subfamily E member 6
7911243	0.3348995	0.18	1.427307	-5.86379	0.44649332	OR2AK2	olfactory receptor family 2 subfamily AK member 2
7939052	0.3351457	0.18	-1.4265613	-5.86477	-0.49231068	FIBIN	fin bud initiation factor homolog (zebrafish)
7899927	0.3351557	0.18	-1.426444	-5.86492	-0.48650943	GJB4	gap junction protein beta 4
8040456	0.3351827	0.18	-1.4261673	-5.86528	-0.18743996	MSGN1	mesogenin 1
7998898	0.3355832	0.181	1.4248699	-5.86697	0.16551979	CLDN6	claudin 6
7925950	0.3368787	0.182	-1.4212325	-5.87169	-0.22925882	UCN3	urocortin 3
8134904	0.3370413	0.182	-1.4206733	-5.87242	-0.22677486	POP7	POP7 homolog, ribonuclease P/MRP subunit
7948144	0.3371497	0.182	-1.4203495	-5.87284	-0.26153614	OR5M11	olfactory receptor family 5 subfamily M member 11
8069168	0.3383848	0.183	-1.4167047	-5.87757	-0.2230105	KRTAP10-12	keratin associated protein 10-12
8155167	0.338769	0.183	-1.4157231	-5.87884	-0.31167593	HRCT1	histidine rich carboxyl terminus 1
8149264	0.3389104	0.183	-1.4152158	-5.8795	-0.414777	PPP1R3B	protein phosphatase 1 regulatory subunit 3B
8122966	0.3409356	0.185	-1.4091972	-5.88728	-0.25855546	CLDN20	claudin 20
8099826	0.3433067	0.187	-1.4027649	-5.89557	-0.13883236	TLR10	toll like receptor 10
8117589	0.3433587	0.187	1.4024196	-5.89601	0.45830736	HIST1H3H	histone cluster 1, H3h
8055941	0.3438778	0.187	-1.4008827	-5.89799	-0.55794111	RPRM	reprimo, TP53 dependent G2 arrest mediator candidate
7937948	0.3439651	0.188	-1.4004014	-5.89861	-0.22284121	OR52I1	olfactory receptor family 52 subfamily I member 1
7999431	0.3439651	0.188	1.4004011	-5.89861	0.21949129	PRM3	protamine 3
7973028	0.3442664	0.188	-1.3995528	-5.8997	-0.17154946	OR11G2	olfactory receptor family 11 subfamily G member 2
8132803	0.3447953	0.188	1.3976844	-5.9021	0.25581564	CDC14C	cell division cycle 14C, pseuodgene
7943314	0.3451747	0.189	-1.3964825	-5.90364	-0.29000414	JRKL	JRK-like
8169083	0.3453754	0.189	-1.3960225	-5.90423	-0.26404761	ZCCHC18	zinc finger CCHC-type containing 18
8058450	0.3453959	0.189	-1.3956859	-5.90466	-0.28363861	GPR1	G protein-coupled receptor 1
8093826	0.3465351	0.19	-1.3927505	-5.90842	-0.73106771	ADRA2C	adrenoceptor alpha 2C
8016094	0.3471696	0.19	1.3908668	-5.91083	0.82740579	GJC1	gap junction protein gamma 1
8081067	0.3475677	0.191	-1.3892822	-5.91286	-0.57283925	HTR1F	5-hydroxytryptamine receptor 1F
8089026	0.3497512	0.193	-1.3835881	-5.92012	-0.55777414	STX19	syntaxin 19
8174968	0.3511142	0.194	-1.3794384	-5.92541	-0.90105396	DCAF12L2	DDB1 and CUL4 associated factor 12 like 2
7899932	0.3515551	0.194	-1.3779011	-5.92736	-0.20678593	GJB3	gap junction protein beta 3
8040458	0.3515592	0.194	-1.3777467	-5.92756	-0.40615432	KCNS3	potassium voltage-gated channel modifier subfamily S member 3
8102464	0.3515592	0.194	-1.3776989	-5.92762	-0.23306311	TRAM1L1	translocation associated membrane protein 1-like 1
8180300	0.3517848	0.194	-1.3770658	-5.92842	-0.24171025	TWIST2	twist family bHLH transcription factor 2
8178552	0.3521685	0.195	-1.3760451	-5.92972	-0.33458439	C6orf47	chromosome 6 open reading frame 47
8179808	0.3521685	0.195	-1.3760451	-5.92972	-0.33458439	C6orf47	chromosome 6 open reading frame 47
7944827	0.3524286	0.195	1.3754623	-5.93046	0.57857254	OR10D3	olfactory receptor family 10 subfamily D member 3 (putative)
8083447	0.3544321	0.197	-1.3700746	-5.93728	-0.24482968	P2RY1	purinergic receptor P2Y1
8178988	0.355246	0.197	-1.3684029	-5.9394	-0.27967636	ZBTB22	zinc finger and BTB domain containing 22
7978712	0.3557042	0.197	-1.3670462	-5.94111	-0.53125118	CLEC14A	C-type lectin domain family 14 member A
8164630	0.356164	0.198	-1.3658887	-5.94257	-0.18492689	QRFP	pyroglutamylated RFamide peptide
7940171	0.3562976	0.198	-1.3652709	-5.94335	-0.20016671	OR5AN1	olfactory receptor family 5 subfamily AN member 1
7940000	0.357181	0.199	-1.3628591	-5.9464	-0.15114421	OR5AK2	olfactory receptor family 5 subfamily AK member 2
7940187	0.3580533	0.2	-1.360469	-5.94941	-0.26095257	OR4D11	olfactory receptor family 4 subfamily D member 11
8159667	0.3602947	0.201	-1.3548076	-5.95652	-0.24501511	TOR4A	torsin family 4 member A
7939877	0.3609592	0.202	-1.35305	-5.95873	-0.16199475	OR4A47	olfactory receptor family 4 subfamily A member 47
8122129	0.3611153	0.202	-1.3526155	-5.95927	-0.15529332	TAAR8	trace amine associated receptor 8
8151788	0.3636462	0.204	-1.3452469	-5.96849	-0.36337011	RBM12B	RNA binding motif protein 12B
8069831	0.3638847	0.205	-1.3440581	-5.96998	-0.19872554	KRTAP19-3	keratin associated protein 19-3
8134737	0.3638847	0.205	-1.3439995	-5.97005	-0.16230075	MBLAC1	metallo-beta-lactamase domain containing 1
8138450	0.3645805	0.205	-1.3417882	-5.97281	-0.18425129	FERD3L	Fer3-like bHLH transcription factor
7950003	0.3653213	0.206	-1.3400448	-5.97498	-0.21077304	MRGPRD	MAS related GPR family member D
8092514	0.3673861	0.208	-1.3346758	-5.98166	-0.21811218	MAGEF1	MAGE family member F1
8089000	0.3686837	0.209	-1.3310498	-5.98615	-0.18655239	CGGBP1	CGG triplet repeat binding protein 1
8166440	0.3697124	0.209	1.32874	-5.98901	0.39816125	DDX53	DEAD-box helicase 53
8162934	0.369721	0.209	-1.3286899	-5.98908	-0.27438439	OR13C5	olfactory receptor family 13 subfamily C member 5
8086981	0.3697395	0.209	-1.3286224	-5.98916	-0.19931582	UCN2	urocortin 2
7939926	0.3707047	0.21	-1.3261513	-5.99221	-0.18786432	OR4C16	olfactory receptor family 4 subfamily C member 16 (gene/pseudogene)
7920196	0.3711436	0.211	-1.3250288	-5.9936	-0.30597671	SPRR2D	small proline rich protein 2D
8087372	0.3712688	0.211	1.3247011	-5.99401	0.2160365	CCDC71	coiled-coil domain containing 71
7939932	0.372155	0.212	-1.3223082	-5.99696	-0.13492136	OR4C6	olfactory receptor family 4 subfamily C member 6
8015232	0.372257	0.212	-1.3220796	-5.99724	-0.17575046	KRTAP4-5	keratin associated protein 4-5
7938006	0.3723803	0.212	-1.3217032	-5.9977	-0.15602343	OR51I2	olfactory receptor family 51 subfamily I member 2
8136837	0.372976	0.212	-1.3200999	-5.99968	-0.19639989	OR6V1	olfactory receptor family 6 subfamily V member 1
7955997	0.372993	0.212	-1.3200006	-5.9998	-1.20271586	OR6C76	olfactory receptor family 6 subfamily C member 76
8165642	0.3735408	0.213	1.3185523	-6.00159	0.25138939	TMEM203	transmembrane protein 203
7941457	0.3737398	0.213	-1.3181141	-6.00212	-0.23556764	CCDC85B	coiled-coil domain containing 85B
8059345	0.3747663	0.214	-1.3154659	-6.00538	-0.18852075	SCG2	secretogranin II
7948148	0.3750748	0.214	-1.3147866	-6.00621	-0.74106486	OR5M10	olfactory receptor family 5 subfamily M member 10
7938170	0.3759233	0.215	-1.3127818	-6.00867	-0.23291811	OR2AG1	olfactory receptor family 2 subfamily AG member 1 (gene/pseudogene)
7925726	0.3765444	0.215	-1.3110728	-6.01077	-0.18336507	OR13G1	olfactory receptor family 13 subfamily G member 1
7948794	0.3765623	0.215	-1.310938	-6.01093	-0.35738811	LRRN4CL	LRRN4 C-terminal like
7905533	0.3776032	0.216	-1.3086203	-6.01377	-0.6591905	IVL	involucrin
8002891	0.3782526	0.217	1.3066409	-6.01619	0.15910157	CHST5	carbohydrate sulfotransferase 5
7989473	0.3789663	0.217	1.3041899	-6.01919	0.19463796	C2CD4B	C2 calcium dependent domain containing 4B
8154622	0.3795372	0.218	-1.3028867	-6.02078	-0.17918568	IFNA8	interferon alpha 8
8108703	0.3795833	0.218	1.3027722	-6.02092	0.24171125	PCDHB6	protocadherin beta 6
8114653	0.379972	0.218	-1.3018795	-6.02201	-0.31806879	TAF7	TATA-box binding protein associated factor 7
8148985	0.3804881	0.219	-1.3002493	-6.02399	-0.35563493	ERICH1	glutamate rich 1
8038314	0.3810386	0.219	-1.2989362	-6.02559	-0.20202804	C19orf73	chromosome 19 open reading frame 73
8010783	0.3816723	0.22	1.2972183	-6.02768	0.2057125	UTS2R	urotensin 2 receptor
8137783	0.3833813	0.221	1.2925776	-6.03331	0.27816836	TMEM184A	transmembrane protein 184A
8082473	0.3855945	0.223	1.286669	-6.04047	0.16608618	GP9	glycoprotein IX platelet
8124645	0.3856254	0.223	1.2864784	-6.0407	0.25497739	OR12D3	olfactory receptor family 12 subfamily D member 3
8081210	0.3862378	0.224	-1.2846366	-6.04292	-0.22326689	OR5K1	olfactory receptor family 5 subfamily K member 1
8008627	0.3870125	0.225	1.282513	-6.04548	0.16354289	NOG	noggin
7979876	0.3873934	0.225	-1.2816597	-6.04651	-0.18495314	CCDC177	coiled-coil domain containing 177
7923317	0.3874791	0.225	-1.2813414	-6.04689	-0.18407389	ASCL5	achaete-scute family bHLH transcription factor 5
8174141	0.3877947	0.225	-1.2803207	-6.04812	-0.35975236	BEX5	brain expressed X-linked 5
8110647	0.3893139	0.227	-1.2767195	-6.05245	-0.21377825	OR2V2	olfactory receptor family 2 subfamily V member 2
8026494	0.3893139	0.227	-1.2766268	-6.05257	-0.22581829	OR10H4	olfactory receptor family 10 subfamily H member 4
8069795	0.3897499	0.227	-1.2753568	-6.05409	-1.48461971	CLDN8	claudin 8
8169598	0.3902143	0.227	-1.2742689	-6.0554	-0.96522607	ZCCHC12	zinc finger CCHC-type containing 12
8068361	0.390519	0.228	-1.273285	-6.05658	-0.62348036	SLC5A3	solute carrier family 5 member 3
8037762	0.3912505	0.228	-1.2715253	-6.05869	-0.25049146	CCDC8	coiled-coil domain containing 8
8122038	0.3912505	0.228	-1.2713646	-6.05888	-0.30956721	TMEM200A	transmembrane protein 200A
8084206	0.3912505	0.229	1.271272	-6.05899	0.42026982	B3GNT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5
8144600	0.3915347	0.229	-1.2702652	-6.06019	-0.18998254	SLC35G5	solute carrier family 35 member G5
8082347	0.3919798	0.229	1.2693479	-6.06129	0.16881268	C3orf56	chromosome 3 open reading frame 56
7911263	0.3927568	0.23	-1.267309	-6.06373	-0.14951189	OR2M5	olfactory receptor family 2 subfamily M member 5
8077099	0.3931782	0.23	-1.266261	-6.06498	-0.17261514	SCO2	SCO2 cytochrome c oxidase assembly protein
7986532	0.3936849	0.231	-1.2651224	-6.06634	-0.16959079	OR4F15	olfactory receptor family 4 subfamily F member 15
8157674	0.3960363	0.233	-1.2596795	-6.07282	-0.20157307	OR1N2	olfactory receptor family 1 subfamily N member 2
7977478	0.3970252	0.233	-1.2573304	-6.07562	-0.13426164	OR4K13	olfactory receptor family 4 subfamily K member 13
8125731	0.3987063	0.235	-1.2533787	-6.0803	-0.23423654	ZBTB22	zinc finger and BTB domain containing 22
7961503	0.3990248	0.235	-1.2526054	-6.08122	-0.24165911	SMCO3	single-pass membrane protein with coiled-coil domains 3
8065576	0.3996708	0.236	1.2509386	-6.08319	0.26790493	FOXS1	forkhead box S1
8160417	0.399865	0.236	-1.2503446	-6.08389	-0.19025132	IFNA6	interferon alpha 6
7960637	0.4005333	0.236	-1.2485441	-6.08602	-0.22793304	LPAR5	lysophosphatidic acid receptor 5
7942520	0.4006189	0.237	-1.2481964	-6.08643	-0.18347639	LOC100287896	uncharacterized LOC100287896
8157516	0.4007803	0.237	-1.2477983	-6.0869	-0.22857096	TRIM32	tripartite motif containing 32
7958396	0.400964	0.237	-1.2473467	-6.08744	-0.14851875	ASCL4	achaete-scute family bHLH transcription factor 4
8082745	0.4010382	0.237	-1.2469667	-6.08788	-0.18231029	ACKR4	atypical chemokine receptor 4
8074473	0.4032665	0.239	-1.2414622	-6.09437	-0.240658	CLDN5	claudin 5
8153269	0.4040795	0.24	-1.2395312	-6.09664	-0.24151561	GPR20	G protein-coupled receptor 20
7971071	0.404413	0.24	1.2386707	-6.09765	0.17990486	CSNK1A1L	casein kinase 1 alpha 1 like
8124547	0.4063481	0.242	-1.2342367	-6.10285	-0.17126854	OR2B2	olfactory receptor family 2 subfamily B member 2
8175263	0.4073526	0.242	-1.2319288	-6.10555	-0.22235414	PLAC1	placenta specific 1
7925751	0.4075825	0.243	-1.2312578	-6.10633	-0.173496	OR2T10	olfactory receptor family 2 subfamily T member 10
7905492	0.4075825	0.243	-1.2311751	-6.10643	-0.22716779	LCE3B	late cornified envelope 3B
7948119	0.4079765	0.243	-1.2302184	-6.10755	-0.15464054	OR8J3	olfactory receptor family 8 subfamily J member 3
8157012	0.4091647	0.244	-1.2275451	-6.11067	-0.12537636	OR13F1	olfactory receptor family 13 subfamily F member 1
8089029	0.4092757	0.244	-1.2271584	-6.11112	-0.14496568	DHFR2	dihydrofolate reductase 2
8126442	0.4093424	0.244	1.2269128	-6.11141	0.19329482	TBCC	tubulin folding cofactor C
8014865	0.4108101	0.245	-1.223785	-6.11505	-0.15474146	NEUROD2	neuronal differentiation 2
7937950	0.4108453	0.245	-1.2235234	-6.11535	-0.14702396	OR51D1	olfactory receptor family 51 subfamily D member 1
7911278	0.4111346	0.246	-1.2227768	-6.11622	-0.18879668	OR2T1	olfactory receptor family 2 subfamily T member 1
8124994	0.4124935	0.247	-1.2196314	-6.11987	-0.28767736	C6orf47	chromosome 6 open reading frame 47
7973034	0.4129019	0.247	1.2188269	-6.12081	0.11608436	OR11H4	olfactory receptor family 11 subfamily H member 4
8096411	0.4132775	0.247	-1.2178839	-6.1219	-0.26117382	TIGD2	tigger transposable element derived 2
8112333	0.4141203	0.248	-1.2161237	-6.12394	-0.26270714	HTR1A	5-hydroxytryptamine receptor 1A
7946001	0.4154076	0.249	-1.2129698	-6.12759	-0.21931618	OR52R1	olfactory receptor family 52 subfamily R member 1 (gene/pseudogene)
7939944	0.4156981	0.25	-1.2120859	-6.12861	-0.16697643	OR5L1	olfactory receptor family 5 subfamily L member 1 (gene/pseudogene)
8107992	0.4157573	0.25	-1.2118575	-6.12887	-0.3201755	SOWAHA	sosondowah ankyrin repeat domain family member A
8118721	0.4163923	0.25	1.2106201	-6.1303	0.28462982	ZBTB9	zinc finger and BTB domain containing 9
8069156	0.4164241	0.25	-1.2105344	-6.1304	-0.14188796	KRTAP10-11	keratin associated protein 10-11
8083839	0.4166647	0.25	-1.2100413	-6.13097	-1.15712096	GPR160	G protein-coupled receptor 160
8070233	0.4173776	0.251	1.2081031	-6.1332	0.15093657	CLDN14	claudin 14
7925759	0.4174163	0.251	-1.2080063	-6.13331	-0.14759839	OR2T27	olfactory receptor family 2 subfamily T member 27
8061303	0.4180249	0.252	-1.2066792	-6.13484	-0.12836682	INSM1	INSM transcriptional repressor 1
7925718	0.4185198	0.252	-1.2053668	-6.13635	-0.21446539	OR2B11	olfactory receptor family 2 subfamily B member 11
8168458	0.4187195	0.252	-1.2046722	-6.13715	-0.21395782	MAGEE1	MAGE family member E1
8014969	0.4187236	0.252	-1.2045915	-6.13724	-0.21109839	GJD3	gap junction protein delta 3
8069161	0.4194607	0.253	1.2028619	-6.13923	0.19402993	KRTAP12-3	keratin associated protein 12-3
7938076	0.420887	0.254	-1.1997685	-6.14278	-0.25537386	OR52W1	olfactory receptor family 52 subfamily W member 1
8016735	0.423749	0.257	-1.1930678	-6.15044	-0.17554693	LINC00483	long intergenic non-protein coding RNA 483
8068136	0.4240955	0.257	-1.1921054	-6.15153	-0.15337204	KRTAP13-4	keratin associated protein 13-4
7956007	0.4258206	0.259	-1.1879858	-6.15622	-0.14560511	OR10P1	olfactory receptor family 10 subfamily P member 1
8052828	0.4298595	0.263	-1.1776707	-6.16791	-0.19119082	ASPRV1	aspartic peptidase, retroviral-like 1
7969145	0.4298595	0.263	-1.1775875	-6.168	-0.16715043	ARL11	ADP ribosylation factor like GTPase 11
8057615	0.4304916	0.263	-1.1760156	-6.16978	-0.15132743	DIRC1	disrupted in renal carcinoma 1
8157684	0.4315159	0.264	-1.1732295	-6.17292	-0.14176396	OR1L3	olfactory receptor family 1 subfamily L member 3
7934083	0.4333496	0.266	-1.1689391	-6.17774	-0.1538225	NEUROG3	neurogenin 3
7898653	0.4360548	0.268	-1.1622177	-6.18527	-0.14829568	FAM43B	family with sequence similarity 43 member B
7980765	0.4362076	0.269	1.1616411	-6.18591	0.15941829	GPR68	G protein-coupled receptor 68
8167895	0.4369481	0.269	1.1600707	-6.18767	0.43402004	FOXR2	forkhead box R2
8117189	0.4372802	0.27	1.1591784	-6.18866	0.22582143	KAAG1	kidney associated antigen 1
7923707	0.4385514	0.271	1.1560042	-6.1922	0.20555396	TMEM81	transmembrane protein 81
8083743	0.4392981	0.272	-1.1539247	-6.19451	-0.13806125	ARL14	ADP ribosylation factor like GTPase 14
8015173	0.4396372	0.272	-1.1526902	-6.19588	-0.1195495	KRTAP3-1	keratin associated protein 3-1
8019593	0.4396372	0.272	-1.1526902	-6.19588	-0.1195495	KRTAP3-1	keratin associated protein 3-1
8087234	0.439765	0.272	1.1521596	-6.19647	0.19596011	ARIH2OS	ariadne homolog 2 opposite strand
8170307	0.4405897	0.273	-1.1500913	-6.19876	-0.12044368	SLITRK2	SLIT and NTRK like family member 2
8166919	0.4417374	0.274	-1.1473232	-6.20183	-0.13835061	GPR82	G protein-coupled receptor 82
8070795	0.4428312	0.275	-1.1450144	-6.20438	-0.16093646	KRTAP12-1	keratin associated protein 12-1
8130715	0.4428312	0.275	-1.144899	-6.20451	-0.16186236	PRR18	proline rich 18
8137219	0.4428312	0.275	-1.1448696	-6.20454	-0.13689932	ZBED6CL	ZBED6 C-terminal like
7948107	0.4435548	0.276	-1.1430598	-6.20654	-0.13882625	OR5W2	olfactory receptor family 5 subfamily W member 2
8153409	0.4435548	0.276	1.1429804	-6.20663	0.19887911	MAFA	MAF bZIP transcription factor A
8044301	0.4435548	0.276	-1.1429344	-6.20668	-0.1554415	SOWAHC	sosondowah ankyrin repeat domain family member C
8167758	0.4435548	0.276	-1.1426435	-6.207	-0.30261996	GPR173	G protein-coupled receptor 173
8024898	0.4438969	0.277	1.1415447	-6.20821	0.23046514	FEM1A	fem-1 homolog A
8178289	0.4442542	0.277	1.1406175	-6.20923	0.23692614	OR12D3	olfactory receptor family 12 subfamily D member 3
8116500	0.4448655	0.278	-1.1393306	-6.21065	-0.19062296	OR2V1	olfactory receptor family 2 subfamily V member 1
8011322	0.4453491	0.278	-1.1383437	-6.21173	-0.17384632	OR1D2	olfactory receptor family 1 subfamily D member 2
8160435	0.4457729	0.278	-1.137517	-6.21264	-0.34130918	IFNE	interferon epsilon
7911271	0.4488401	0.281	-1.1304527	-6.22038	-0.24602643	OR14C36	olfactory receptor family 14 subfamily C member 36
8060765	0.4511293	0.283	1.1252514	-6.22606	1.52352614	PRND	prion protein 2 (dublet)
7905512	0.4513116	0.283	-1.124931	-6.2264	-0.17213689	C1orf68	chromosome 1 open reading frame 68
8155942	0.4518172	0.284	-1.1232514	-6.22823	-0.11412961	FOXB2	forkhead box B2
8037032	0.4524171	0.285	-1.1218268	-6.22978	-0.13958864	B3GNT8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8
8079401	0.4539058	0.286	-1.1182035	-6.23371	-0.11998814	CCR5	C-C motif chemokine receptor 5 (gene/pseudogene)
8093298	0.4539058	0.286	-1.1182035	-6.23371	-0.11998814	CCR5	C-C motif chemokine receptor 5 (gene/pseudogene)
7905507	0.4539336	0.286	-1.1181274	-6.2338	-0.15463125	LCE2A	late cornified envelope 2A
8159838	0.4544635	0.287	-1.1168214	-6.23521	-0.15599289	C9orf66	chromosome 9 open reading frame 66
8124459	0.4549722	0.287	-1.1157328	-6.23639	-0.39335271	ZNF322	zinc finger protein 322
8141643	0.455454	0.288	-1.1144278	-6.2378	-0.15343054	UFSP1	UFM1 specific peptidase 1 (inactive)
7906365	0.4562278	0.288	-1.1128418	-6.23951	-0.14357936	OR10K1	olfactory receptor family 10 subfamily K member 1
7926708	0.4570234	0.289	1.1112573	-6.24122	0.19789671	THNSL1	threonine synthase like 1
7991898	0.457093	0.289	-1.1110842	-6.24141	-0.19707682	NHLRC4	NHL repeat containing 4
7973030	0.4584918	0.29	-1.1079142	-6.24482	-0.12017896	OR11H6	olfactory receptor family 11 subfamily H member 6
8115068	0.4590259	0.291	-1.1063343	-6.24652	-0.14882111	TIGD6	tigger transposable element derived 6
8138442	0.4599849	0.292	-1.1041758	-6.24884	-0.22933314	TWIST1	twist family bHLH transcription factor 1
7911174	0.4600156	0.292	-1.1040606	-6.24896	-0.12764982	VN1R5	vomeronasal 1 receptor 5 (gene/pseudogene)
8175434	0.4600886	0.292	-1.1036371	-6.24941	-0.15152011	GPR101	G protein-coupled receptor 101
7963865	0.462133	0.294	-1.0987258	-6.25467	-0.14501257	OR6C6	olfactory receptor family 6 subfamily C member 6
8091799	0.4623207	0.294	-1.0981504	-6.25529	-0.15574404	SPTSSB	serine palmitoyltransferase small subunit B
8059674	0.4624295	0.295	1.0976646	-6.2558	0.43880379	GPR55	G protein-coupled receptor 55
8130003	0.4630914	0.295	1.0960289	-6.25755	0.17637507	SF3B5	splicing factor 3b subunit 5
8147697	0.4632379	0.295	-1.0957733	-6.25782	-1.11664721	GRHL2	grainyhead like transcription factor 2
7948115	0.463445	0.296	-1.0953263	-6.2583	-0.11610786	OR5F1	olfactory receptor family 5 subfamily F member 1
7947548	0.4636383	0.296	-1.0948673	-6.25879	-0.91234089	RAG2	recombination activating gene 2
7977432	0.4645648	0.297	-1.0925235	-6.26128	-0.16300179	TMEM121	transmembrane protein 121
7905329	0.4651791	0.297	1.0912212	-6.26267	0.45188307	MLLT11	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11
8164554	0.4661944	0.298	-1.0891396	-6.26488	-0.15827539	IER5L	immediate early response 5 like
8001046	0.468133	0.3	-1.0848542	-6.26942	-0.13965557	ZNF843	zinc finger protein 843
8029188	0.4686003	0.3	1.0837963	-6.27053	0.20295029	ZNF526	zinc finger protein 526
7921354	0.470627	0.302	-1.0790235	-6.27557	-0.15663189	OR10T2	olfactory receptor family 10 subfamily T member 2
7973098	0.4707516	0.303	-1.0786617	-6.27595	-1.90495661	EDDM3B	epididymal protein 3B
7927383	0.4712982	0.303	1.0776419	-6.27702	0.15691654	ZNF488	zinc finger protein 488
7986530	0.4714414	0.303	-1.0773277	-6.27735	-0.14157161	OR4F6	olfactory receptor family 4 subfamily F member 6
8014230	0.4738821	0.306	1.0716852	-6.28327	0.21856225	SLC35G3	solute carrier family 35 member G3
7939873	0.4745745	0.306	-1.0699885	-6.28505	-0.11799457	OR4C3	olfactory receptor family 4 subfamily C member 3
8133360	0.4751003	0.307	-1.0687499	-6.28634	-0.47236554	CLDN4	claudin 4
7973018	0.4759309	0.308	-1.0666079	-6.28858	-0.17706629	OR4K15	olfactory receptor family 4 subfamily K member 15
8031047	0.4760377	0.308	1.0661185	-6.28909	0.43006232	MYADM	myeloid associated differentiation marker
7911273	0.4761402	0.308	-1.0658996	-6.28932	-0.27421396	OR2T4	olfactory receptor family 2 subfamily T member 4
8024582	0.4767767	0.309	-1.0644219	-6.29086	-0.20183604	S1PR4	sphingosine-1-phosphate receptor 4
7939979	0.4776724	0.31	-1.0620621	-6.29331	-0.13230114	OR8K1	olfactory receptor family 8 subfamily K member 1
8094156	0.477785	0.31	-1.0617647	-6.29362	-0.14815771	DRD5	dopamine receptor D5
7939918	0.4796054	0.312	-1.0577225	-6.29781	-0.16073925	OR4A15	olfactory receptor family 4 subfamily A member 15
8109326	0.4802653	0.312	-1.056131	-6.29946	-0.14050454	SMIM3	small integral membrane protein 3
7933978	0.4839816	0.316	1.047925	-6.30792	0.12021036	ATOH7	atonal bHLH transcription factor 7
7940173	0.4860113	0.318	1.0438759	-6.31208	0.12387132	OR5A1	olfactory receptor family 5 subfamily A member 1
8144866	0.4861827	0.318	-1.0434587	-6.3125	-0.14274793	NAT2	N-acetyltransferase 2
7914103	0.4867396	0.319	-1.0422433	-6.31375	-0.23122782	AHDC1	AT-hook DNA binding motif containing 1
8031522	0.4876061	0.319	1.0405162	-6.31551	0.18247893	ZNF581	zinc finger protein 581
7938179	0.4879584	0.32	-1.0394503	-6.3166	-0.14469125	OR10A4	olfactory receptor family 10 subfamily A member 4
8020339	0.4892069	0.321	1.0370858	-6.31902	0.14529946	MC5R	melanocortin 5 receptor
8070782	0.4897056	0.321	-1.0361529	-6.31997	-0.16494971	KRTAP10-5	keratin associated protein 10-5
8121729	0.4898199	0.321	-1.0356573	-6.32047	-0.96257418	PLN	phospholamban
8136448	0.4912691	0.323	-1.0328289	-6.32335	-0.11248493	CHRM2	cholinergic receptor muscarinic 2
7952388	0.4923145	0.324	-1.0309705	-6.32523	-0.16693957	OR10G7	olfactory receptor family 10 subfamily G member 7
8140140	0.4923156	0.324	-1.0309031	-6.3253	-0.44780904	CLDN3	claudin 3
7910257	0.4929871	0.324	-1.0295013	-6.32672	-0.17993232	GJC2	gap junction protein gamma 2
8136969	0.4935418	0.325	-1.0279935	-6.32825	-0.09934361	OR2A25	olfactory receptor family 2 subfamily A member 25
8006736	0.4939783	0.325	1.026962	-6.32929	0.20754475	DUSP14	dual specificity phosphatase 14
8117580	0.4941734	0.326	1.0264801	-6.32978	0.18252729	HIST1H2AI	histone cluster 1, H2ai
7899939	0.4953846	0.327	-1.0241228	-6.33216	-0.39533421	GJA4	gap junction protein alpha 4
8091032	0.4956601	0.327	1.0233271	-6.33296	0.14035011	FOXL2	forkhead box L2
8027354	0.4961498	0.327	-1.0223514	-6.33394	-0.49549986	RPSAP58	ribosomal protein SA pseudogene 58
8165486	0.4964241	0.328	1.0215997	-6.3347	0.16344489	TMEM203	transmembrane protein 203
7951479	0.4968483	0.328	-1.0207819	-6.33552	-0.79511254	SLN	sarcolipin
7955999	0.4976421	0.329	-1.0189661	-6.33735	-0.22124918	OR6C2	olfactory receptor family 6 subfamily C member 2
7900654	0.498484	0.33	-1.016793	-6.33953	-0.28060625	TMEM125	transmembrane protein 125
7921429	0.4985663	0.33	-1.0166062	-6.33971	-0.19149246	OR6N2	olfactory receptor family 6 subfamily N member 2
8115476	0.4988631	0.33	-1.01588	-6.34044	-0.16143607	MED7	mediator complex subunit 7
7939365	0.5002074	0.332	-1.0121268	-6.3442	-0.15490925	FJX1	four jointed box 1
8063074	0.5006475	0.333	1.011227	-6.34509	0.20509211	ZSWIM1	zinc finger SWIM-type containing 1
8038192	0.5017146	0.333	1.0092436	-6.34707	0.25050571	FUT1	fucosyltransferase 1 (H blood group)
8079198	0.5038167	0.335	-1.0047451	-6.35154	-0.28297779	ZNF660	zinc finger protein 660
